gid,depth,is_seed,in_deg,out_deg,in_kzt,out_kzt,in_tx,out_tx,n_counterparties,first_date,last_date,active_days,pass_through,truncated_by_depth,real_sink,no_edges,pagerank,betweenness,component,component_size,in_cycle,same_day_bursts,avg_in_tx,avg_out_tx,seed_money_in,seed_share,cluster_id,n_seed_upstream,fast_out_share,sync_in_events,max_payer_share,no_data,nearest_role,role_rule
100000004394765100,1,false,3,2,603844.0,82500.0,10,2,5,2026-07-09,2026-07-27,7,0.1366,false,false,false,0.00038028,6.516e-05,0,1877,false,2,60384.4,41250.0,454034.76,0.7519,5,3,0.4303,0,0.7484,false,consolidator,consolidator
100000004299488100,1,false,6,2,1749000.0,344999.0,22,14,7,2026-07-08,2026-07-23,12,0.1973,false,false,false,0.00146212,2.081e-05,0,1877,true,9,79500.0,24642.79,416800.09,0.2383,0,3,0.942,3,0.3459,false,consolidator,consolidator
100000007055802100,1,false,6,1,2024999.0,605000.0,34,7,6,2026-07-08,2026-07-19,10,0.2988,false,false,false,0.00118192,4.36e-06,0,1877,true,8,59558.79,86428.57,254676.86,0.1258,0,3,1.0,3,0.5012,false,consolidator,consolidator
100000003016635100,0,true,8,73,586981.0,9414081.0,36,151,75,2026-07-03,2026-07-23,21,16.0381,false,false,false,0.00118964,0.00721547,0,1877,true,25,16305.03,62344.91,106066.21,1.0,5,3,0.9351,1,0.6687,false,coordinator,coordinator
100000004159526100,1,false,4,4,275037.0,68000.0,4,6,7,2026-07-01,2026-07-27,7,0.2472,false,false,false,0.0008532,9.788e-05,0,1877,true,0,68759.25,11333.33,108289.24,0.3937,14,3,0.4412,0,0.5239,false,consolidator,consolidator
100000006788200100,1,false,4,3,272155.8,64500.0,4,4,7,2026-07-09,2026-07-29,8,0.237,false,false,false,0.00033716,9.689e-05,0,1877,false,0,68038.95,16125.0,94672.96,0.3479,6,3,0.0,0,0.3425,false,consolidator,consolidator
100000000706545100,1,false,3,1,1070300.0,75800.0,8,3,3,2026-07-10,2026-07-31,9,0.0708,false,false,false,0.00322663,1.962e-05,0,1877,true,2,133787.5,25266.67,730574.93,0.6826,5,2,0.0,0,0.6739,false,consolidator,consolidator
100000006866783100,0,true,13,67,838812.0,3948037.0,31,90,72,2026-07-01,2026-07-18,16,4.7067,false,false,false,0.00087037,0.00604523,0,1877,true,10,27058.45,43867.08,38421.93,1.0,0,3,1.0,4,0.2882,false,coordinator,coordinator
100000001609499100,1,false,3,2,263113.0,21000.0,3,2,4,2026-07-06,2026-07-11,5,0.0798,false,false,false,0.00032091,0.00018422,0,1877,true,0,87704.33,10500.0,94403.28,0.3588,0,2,0.4762,0,0.4314,false,consolidator,consolidator
100000004679953100,1,false,3,3,343538.0,34100.0,3,3,6,2026-07-12,2026-07-21,5,0.0993,false,false,false,0.00033427,0.00035422,0,1877,true,0,114512.67,11366.67,41210.6,0.12,3,2,0.6246,0,0.4767,false,consolidator,consolidator
100000002894076100,1,false,4,0,1122782.0,0.0,6,0,4,2026-07-10,2026-07-26,3,0.0,false,true,false,0.00038268,0.0,0,1877,false,1,187130.33,0.0,822302.2,0.7324,6,7,0.0,1,0.6607,false,consolidator,consolidator
100000001072022100,1,false,3,0,1684000.0,0.0,6,0,3,2026-07-03,2026-07-30,3,0.0,false,true,false,0.00050213,0.0,0,1877,false,2,280666.67,0.0,747675.71,0.444,2,5,0.0,0,0.4394,false,consolidator,consolidator
100000003404627100,1,false,4,0,877700.0,0.0,5,0,4,2026-07-10,2026-07-13,2,0.0,false,true,false,0.00137858,0.0,0,1877,false,1,175540.0,0.0,614284.21,0.6999,10,5,0.0,1,0.5298,false,consolidator,consolidator
100000006972210100,1,false,3,0,488775.0,0.0,4,0,3,2026-07-15,2026-07-27,4,0.0,false,true,false,0.0003463,0.0,0,1877,false,0,122193.75,0.0,488775.0,1.0,7,7,0.0,0,0.5017,false,consolidator,consolidator
100000002939838100,1,false,3,0,571233.0,0.0,3,0,3,2026-07-16,2026-07-31,3,0.0,false,true,false,0.00040003,0.0,0,1877,false,0,190411.0,0.0,167403.01,0.2931,5,6,0.0,0,0.5952,false,consolidator,consolidator
100000004071080100,1,false,9,2,238600.0,46500.0,16,5,10,2026-07-03,2026-07-21,12,0.1949,false,false,false,0.001369,2.814e-05,0,1877,true,1,14912.5,9300.0,71355.09,0.2991,0,2,0.871,0,0.2808,false,consolidator,consolidator
100000005778283100,1,false,3,0,615760.0,0.0,3,0,3,2026-07-08,2026-07-15,3,0.0,false,true,false,0.00043758,0.0,0,1877,false,0,205253.33,0.0,346463.81,0.5627,6,4,0.0,0,0.4385,false,consolidator,consolidator
100000002173161100,1,false,3,0,1427500.0,0.0,5,0,3,2026-07-19,2026-07-26,3,0.0,false,true,false,0.00043541,0.0,0,1877,false,1,285500.0,0.0,870874.24,0.6101,5,3,0.0,0,0.6091,false,consolidator,consolidator
100000003158727100,1,false,3,0,367940.0,0.0,3,0,3,2026-07-18,2026-07-23,2,0.0,false,true,false,0.00031413,0.0,0,1877,false,0,122646.67,0.0,176617.65,0.48,6,4,0.0,0,0.4795,false,consolidator,consolidator
100000005382566100,0,true,7,1,393066.0,50000.0,11,1,7,2026-07-09,2026-07-21,7,0.1272,false,false,false,0.00211326,4.637e-05,0,1877,true,0,35733.27,50000.0,339962.37,1.0,20,11,1.0,0,0.4223,false,consolidator,consolidator
100000002603769100,1,false,3,0,1185368.0,0.0,3,0,3,2026-07-08,2026-07-14,3,0.0,false,true,false,0.00054154,0.0,0,1877,false,0,395122.67,0.0,169725.66,0.1432,0,3,0.0,0,0.6403,false,consolidator,consolidator
100000008094734100,1,false,4,0,236249.0,0.0,4,0,4,2026-07-02,2026-07-20,4,0.0,false,true,false,0.00034414,0.0,0,1877,false,0,59062.25,0.0,198793.71,0.8415,0,4,0.0,0,0.6349,false,consolidator,consolidator
100000002704875100,1,false,3,0,244891.0,0.0,4,0,3,2026-07-17,2026-07-21,4,0.0,false,true,false,0.00031507,0.0,0,1877,false,0,61222.75,0.0,31420.99,0.1283,3,5,0.0,0,0.4601,false,consolidator,consolidator
100000008603629100,2,false,19,61,1817300.0,4986156.0,45,74,73,2026-07-03,2026-07-31,27,2.7437,false,false,false,0.00119181,0.00576053,0,1877,true,9,40384.44,67380.49,33165.44,0.0067,3,4,0.9888,5,0.3291,false,coordinator,coordinator
100000000437046100,2,false,9,42,1107200.0,7606224.0,20,73,48,2026-07-10,2026-07-31,21,6.8698,false,false,false,0.00079249,0.00219715,0,1877,true,8,55360.0,104194.85,36889.89,0.0048,0,4,0.8675,1,0.4895,false,coordinator,coordinator
100000004948177100,1,false,3,0,437163.0,0.0,8,0,3,2026-07-02,2026-07-10,7,0.0,false,true,false,0.00042216,0.0,0,1877,false,1,54645.38,0.0,343503.49,0.7858,5,2,0.0,0,0.7804,false,consolidator,consolidator
100000000331309100,2,false,5,99,984635.0,23001375.0,8,126,104,2026-07-01,2026-07-31,29,23.3603,false,false,false,0.00087569,0.00455723,0,1877,true,12,123079.38,182550.6,27494.97,0.0012,4,4,0.3584,1,0.325,false,coordinator,coordinator
100000004156082100,1,false,5,26,377366.11,2319556.0,7,29,30,2026-07-23,2026-07-31,7,6.1467,false,false,false,0.00086697,0.00204004,0,1877,true,2,53909.44,79984.69,64298.82,0.0277,15,4,0.959,0,0.7257,false,coordinator,coordinator
100000008477350100,2,false,11,39,610100.0,3374866.0,14,44,49,2026-07-01,2026-07-30,17,5.5317,false,false,false,0.00103424,0.00251719,0,1877,true,2,43578.57,76701.5,40938.54,0.0121,0,3,0.5699,0,0.3639,false,coordinator,coordinator
100000008346837100,2,false,9,25,254359.0,1258643.0,12,26,32,2026-07-02,2026-07-22,15,4.9483,false,false,false,0.00054741,0.00898116,0,1877,true,2,21196.58,48409.35,13600.73,0.0108,13,6,0.8516,1,0.4403,false,coordinator,coordinator
100000004351795100,1,false,3,14,118333.0,1715161.0,3,37,16,2026-07-01,2026-07-30,19,14.4944,false,false,false,0.00031352,0.00242852,0,1877,true,3,39444.33,46355.7,66872.01,0.039,0,3,0.3791,0,0.5612,false,coordinator,coordinator
100000001857829100,2,false,6,16,888535.0,2390993.0,9,16,20,2026-07-10,2026-07-30,9,2.6909,false,false,false,0.00062048,0.0019596,0,1877,true,1,98726.11,149437.06,3995.89,0.0017,3,3,0.8155,1,0.4592,false,coordinator,coordinator
100000005910114100,3,false,3,19,326144.0,1469993.0,3,56,22,2026-07-01,2026-07-21,20,4.5072,false,false,false,0.00036165,0.00584221,0,1877,true,13,108714.67,26249.88,2783.09,0.0019,0,4,0.4222,0,0.4322,false,coordinator,coordinator
100000008165763100,1,false,15,17,1165815.0,1267858.0,26,17,32,2026-07-08,2026-07-28,13,1.0875,false,false,false,0.00091024,0.00034529,0,1877,false,3,44839.04,74579.88,188882.23,0.149,2,6,0.6806,3,0.2144,false,transit,transit
100000000343175100,0,true,8,31,178712.0,4000039.0,14,33,39,2026-07-01,2026-07-21,13,22.3826,false,false,false,0.00071326,0.00109469,0,1877,false,3,12765.14,121213.3,74168.06,1.0,9,4,1.0,0,0.329,false,distributor,distributor
100000008751429100,1,false,3,1,386200.0,72600.0,6,2,3,2026-07-23,2026-07-28,5,0.188,false,false,false,0.00150431,0.0,4,6,true,1,64366.67,36300.0,323094.54,0.8366,42,1,1.0,0,0.7035,false,consolidator,consolidator
100000005933757100,2,false,4,34,1246000.0,3002628.0,6,46,36,2026-07-01,2026-07-21,15,2.4098,false,false,false,0.00099799,0.00389279,0,1877,true,3,207666.67,65274.52,3319.92,0.0011,14,2,0.6113,0,0.923,false,coordinator,coordinator
100000001899164100,1,false,4,3,291675.0,76500.0,5,3,5,2026-07-01,2026-07-31,6,0.2623,false,false,false,0.00117656,0.00012662,0,1877,true,0,58335.0,25500.0,24811.67,0.0851,11,5,0.0,0,0.6532,false,consolidator,consolidator
100000002398779100,2,false,13,1,1095690.0,66000.0,28,3,14,2026-07-06,2026-07-10,5,0.0602,false,false,false,0.0016005,1.278e-05,0,1877,false,7,39131.79,22000.0,30411.37,0.0278,0,5,1.0,3,0.2327,false,consolidator,consolidator
100000008304139100,1,false,4,24,189329.75,1692997.0,4,43,27,2026-07-02,2026-07-31,24,8.9421,false,false,false,0.00031362,0.0013103,0,1877,true,4,47332.44,39372.02,23934.19,0.0141,2,2,0.2819,0,0.4942,false,coordinator,coordinator
100000006518161100,1,false,3,2,594200.0,595899.0,13,13,4,2026-07-01,2026-07-31,16,1.0029,false,false,false,0.00081081,5.786e-05,0,1877,true,2,45707.69,45838.38,543566.12,0.9122,5,3,0.7147,0,0.8771,false,transit,transit
100000003635170100,1,false,3,4,268500.0,253500.0,13,10,5,2026-07-06,2026-07-31,14,0.9441,false,false,false,0.00114819,0.00018804,0,1877,true,2,20653.85,25350.0,51616.04,0.1922,33,5,1.0,0,0.8659,false,transit,transit
100000008547844100,2,false,3,19,177600.0,2042199.0,3,21,21,2026-07-12,2026-07-28,11,11.4989,false,false,false,0.00034434,0.00178761,0,1877,true,1,59200.0,97247.57,1065.82,0.0005,10,3,0.4073,0,0.5631,false,coordinator,coordinator
100000008560717100,1,false,7,1,529000.0,25000.0,9,1,8,2026-07-05,2026-07-30,8,0.0473,false,false,false,0.00033083,1.922e-05,0,1877,false,0,58777.78,25000.0,46319.34,0.0876,4,3,0.0,0,0.5747,false,consolidator,consolidator
100000004400305100,2,false,7,82,222800.0,5830181.0,9,101,87,2026-07-03,2026-07-29,22,26.1678,false,false,false,0.00038582,0.00260915,0,1877,true,2,24755.56,57724.56,4934.91,0.0008,0,2,0.7857,0,0.4713,false,coordinator,coordinator
100000004847758100,1,false,4,15,115171.0,488800.0,4,23,18,2026-07-03,2026-07-31,20,4.2441,false,false,false,0.00030474,0.00135859,0,1877,true,0,28792.75,21252.17,19047.02,0.039,2,2,0.2578,0,0.4087,false,coordinator,coordinator
100000002957787100,2,false,4,34,84956.0,1276153.96,7,41,37,2026-07-01,2026-07-08,8,15.0214,false,false,false,0.00061383,0.00427665,0,1877,true,2,12136.57,31125.71,999.03,0.0008,0,4,0.7551,0,0.5398,false,coordinator,coordinator
100000007639767100,1,false,4,10,90913.0,822244.0,4,13,11,2026-07-03,2026-07-30,12,9.0443,false,false,false,0.00030144,0.00251122,0,1877,true,1,22728.25,63249.54,23508.73,0.0286,0,2,0.0952,0,0.3065,false,coordinator,coordinator
100000003265158100,1,false,3,2,146100.4,154200.0,3,4,5,2026-07-08,2026-07-30,3,1.0554,false,false,false,0.00038467,0.00017655,0,1877,false,1,48700.13,38550.0,102678.98,0.6659,11,4,1.0,0,0.5524,false,transit,transit
100000008111003100,2,false,6,1,222716.0,35000.0,9,1,6,2026-07-10,2026-07-19,6,0.1572,false,false,false,0.00046962,0.00088191,0,1877,true,1,24746.22,35000.0,15807.06,0.071,0,3,1.0,0,0.2515,false,consolidator,consolidator
100000004997515100,3,false,4,4,395000.0,54500.0,4,4,8,2026-07-01,2026-07-31,8,0.138,false,false,false,0.00035662,8.956e-05,0,1877,false,0,98750.0,13625.0,1498.93,0.0038,7,5,0.0,0,0.3291,false,consolidator,consolidator
100000008748408100,1,false,1,21,360000.0,1499960.0,2,22,22,2026-07-26,2026-07-31,6,4.1666,false,false,false,0.00033405,7.13e-06,0,1877,false,0,180000.0,68180.0,360000.0,0.24,6,1,0.8743,0,1.0,false,distributor,distributor
100000007138613100,3,false,3,2,1002000.0,179000.0,3,2,5,2026-07-02,2026-07-30,5,0.1786,false,false,false,0.00035418,3.884e-05,0,1877,false,0,334000.0,89500.0,2148.37,0.0021,0,3,0.0,0,0.4691,false,consolidator,consolidator
100000008723830100,1,false,2,1,459785.0,455000.0,2,1,3,2026-07-16,2026-07-18,3,0.9896,false,false,false,0.00034023,1.962e-05,0,1877,false,0,229892.5,455000.0,454092.98,0.9876,5,2,1.0,0,0.9874,false,transit,transit
100000007998965100,2,false,5,1,278000.0,26000.0,7,3,6,2026-07-01,2026-07-25,8,0.0935,false,false,false,0.00047192,1.981e-05,0,1877,false,0,39714.29,8666.67,3461.35,0.0125,9,4,0.3846,0,0.3993,false,consolidator,consolidator
100000006734214100,3,false,5,3,610000.0,36000.0,10,4,8,2026-07-02,2026-07-29,11,0.059,false,false,false,0.00060639,5.944e-05,0,1877,false,1,61000.0,9000.0,1324.16,0.0022,4,3,0.7222,0,0.459,false,consolidator,consolidator
100000002718366100,2,false,6,0,2525000.0,0.0,10,0,6,2026-07-03,2026-07-28,5,0.0,false,true,false,0.0006812,0.0,0,1877,false,1,252500.0,0.0,50632.4,0.0201,7,5,0.0,1,0.3798,false,consolidator,consolidator
100000004707703100,1,false,2,5,239300.0,231650.0,3,6,7,2026-07-03,2026-07-24,6,0.968,false,false,false,0.00063556,0.0001071,0,1877,false,0,79766.67,38608.33,239277.99,0.9999,5,2,0.8893,0,0.9707,false,transit,transit
100000005704413100,3,false,3,32,97834.67,1363593.0,4,35,34,2026-07-12,2026-07-30,12,13.9377,false,false,false,0.00059969,0.00256276,0,1877,true,1,24458.67,38959.8,3218.86,0.0024,8,2,0.4452,0,0.4191,false,coordinator,coordinator
100000000661912100,1,false,5,2,393036.0,430700.0,9,8,6,2026-07-03,2026-07-31,10,1.0958,false,false,false,0.00174916,0.00133369,0,1877,true,1,43670.67,53837.5,38024.07,0.0883,0,2,0.7516,0,0.3206,false,transit,transit
100000006225798100,3,false,3,2,722000.0,26300.0,4,2,5,2026-07-06,2026-07-23,5,0.0364,false,false,false,0.00035997,3.844e-05,0,1877,false,0,180500.0,13150.0,1353.78,0.0019,16,3,0.0,0,0.554,false,consolidator,consolidator
100000004820260100,2,false,1,3,234200.0,215350.0,12,10,3,2026-07-16,2026-07-31,10,0.9195,false,false,false,0.00140146,1.962e-05,0,1877,true,5,19516.67,21535.0,44828.51,0.1914,15,3,1.0,0,1.0,false,transit,transit
100000002605308100,2,false,3,0,2569521.84,0.0,7,0,3,2026-07-24,2026-07-29,3,0.0,false,true,false,0.00088498,0.0,0,1877,false,2,367074.55,0.0,30010.24,0.0117,14,4,0.0,0,0.5838,false,consolidator,consolidator
100000003747133100,2,false,5,2,237068.0,250000.0,8,2,7,2026-07-08,2026-07-20,8,1.0545,false,false,false,0.00037807,9.61e-05,0,1877,false,0,29633.5,125000.0,8602.02,0.0344,46,3,0.92,0,0.2656,false,transit,transit
100000008324800100,2,false,3,1,526500.0,511000.0,17,13,3,2026-07-03,2026-07-17,8,0.9706,false,false,false,0.00185178,1.922e-05,0,1877,true,5,30970.59,39307.69,3279.19,0.0062,71,3,1.0,0,0.6581,false,transit,transit
100000002343825100,3,false,3,2,350000.0,89800.0,4,2,5,2026-07-14,2026-07-21,3,0.2566,false,false,false,0.0003336,4.28e-05,0,1877,false,0,87500.0,44900.0,319.33,0.0009,10,3,0.5568,0,0.4286,false,consolidator,consolidator
100000003834495100,3,false,3,1,602441.0,20000.0,5,1,4,2026-07-07,2026-07-31,4,0.0332,false,false,false,0.00062086,2.87e-06,0,1877,false,0,120488.2,20000.0,4208.53,0.007,0,2,1.0,0,0.5435,false,consolidator,consolidator
100000007777377100,2,false,1,2,456290.0,10000.0,7,2,3,2026-07-04,2026-07-20,7,0.0219,false,false,false,0.00036115,0.00013593,0,1877,false,0,65184.29,5000.0,98125.37,0.2151,5,4,1.0,0,1.0,false,terminal,terminal
100000002988894100,1,false,1,3,306121.0,77500.0,1,3,4,2026-07-05,2026-07-23,3,0.2532,false,false,false,0.00034687,7.133e-05,0,1877,false,0,306121.0,25833.33,306121.0,1.0,2,4,0.3742,0,1.0,false,terminal,terminal
100000002443664100,2,false,3,0,556880.0,0.0,3,0,3,2026-07-26,2026-07-26,1,0.0,false,true,false,0.00033877,0.0,0,1877,false,0,185626.67,0.0,8869.87,0.0159,12,4,0.0,1,0.7542,false,consolidator,consolidator
100000003299365100,1,false,1,1,200000.0,200000.0,1,1,1,2026-07-26,2026-07-26,1,1.0,false,false,false,0.00032562,0.0,0,1877,true,0,200000.0,200000.0,200000.0,1.0,2,4,1.0,0,1.0,false,transit,transit
100000003390036100,2,false,2,2,231300.0,62000.0,4,2,4,2026-07-05,2026-07-19,5,0.2681,false,false,false,0.00132422,7.827e-05,0,1877,true,0,57825.0,31000.0,90960.54,0.3933,9,9,0.1613,0,0.9079,false,terminal,terminal
100000004135268100,1,false,2,3,1239000.0,1000200.0,3,4,3,2026-07-08,2026-07-11,4,0.8073,false,false,false,0.00174053,1.19e-06,8,5,true,0,413000.0,250050.0,1210778.84,0.9772,52,1,0.8498,0,0.8588,false,transit,transit
100000007229557100,3,false,3,0,878000.0,0.0,3,0,3,2026-07-28,2026-07-28,1,0.0,false,true,false,0.00039421,0.0,0,1877,false,0,292666.67,0.0,2933.71,0.0033,17,4,0.0,1,0.5695,false,consolidator,consolidator
100000004962193100,2,false,8,0,900468.0,0.0,11,0,8,2026-07-01,2026-07-08,5,0.0,false,true,false,0.00065732,0.0,0,1877,false,1,81860.73,0.0,10578.06,0.0117,0,3,0.0,1,0.6563,false,consolidator,consolidator
100000005660203100,2,false,1,2,572899.0,41000.0,12,5,2,2026-07-01,2026-07-31,13,0.0716,false,false,false,0.00094925,1.942e-05,0,1877,true,2,47741.58,8200.0,522586.02,0.9122,5,3,1.0,0,1.0,false,terminal,terminal
100000003134934100,2,false,4,0,379354.0,0.0,4,0,4,2026-07-08,2026-07-30,3,0.0,false,true,false,0.00042448,0.0,0,1877,false,0,94838.5,0.0,20014.12,0.0528,0,3,0.0,0,0.3079,false,consolidator,consolidator
100000002793881100,3,false,3,0,785600.0,0.0,3,0,3,2026-07-31,2026-07-31,1,0.0,false,true,false,0.00037508,0.0,0,1877,false,0,261866.67,0.0,2194.27,0.0028,7,4,0.0,1,0.4328,false,consolidator,consolidator
100000001282143100,3,false,5,0,1700000.0,0.0,6,0,5,2026-07-05,2026-07-29,3,0.0,false,true,false,0.00040176,0.0,0,1877,false,0,283333.33,0.0,857.83,0.0005,12,5,0.0,1,0.3529,false,consolidator,consolidator
100000003360542100,2,false,2,2,317000.0,51800.0,3,5,3,2026-07-01,2026-07-19,8,0.1634,false,false,false,0.00145643,9.9e-07,0,1877,true,0,105666.67,10360.0,124662.73,0.3933,9,9,0.2992,0,0.9685,false,terminal,terminal
100000002781227100,1,false,2,3,191167.62,212420.0,8,10,4,2026-07-01,2026-07-29,10,1.1112,false,false,false,0.00232659,0.00013296,0,1877,true,3,23895.95,21242.0,185265.92,0.8722,63,1,0.8117,0,0.7585,false,transit,transit
100000003111305100,3,false,4,0,509338.0,0.0,4,0,4,2026-07-07,2026-07-16,3,0.0,false,true,false,0.0004036,0.0,0,1877,false,0,127334.5,0.0,3102.72,0.0061,27,4,0.0,0,0.3239,false,consolidator,consolidator
100000002645609100,1,false,4,0,546820.68,0.0,5,0,4,2026-07-01,2026-07-24,5,0.0,false,true,false,0.00035536,0.0,0,1877,false,0,109364.14,0.0,47480.27,0.0868,0,2,0.0,0,0.6832,false,consolidator,consolidator
100000001303311100,3,false,5,0,1324000.0,0.0,5,0,5,2026-07-30,2026-07-31,2,0.0,false,true,false,0.0005017,0.0,0,1877,false,0,264800.0,0.0,4293.68,0.0032,17,3,0.0,1,0.4532,false,consolidator,consolidator
100000004007116100,0,true,3,4,764704.0,148000.0,24,6,5,2026-07-03,2026-07-31,18,0.1935,false,false,false,0.00062778,4e-07,2,17,true,7,31862.67,24666.67,8032.41,1.0,24,0,0.9324,0,0.7006,false,consolidator,consolidator
100000002369874100,3,false,4,0,600000.0,0.0,4,0,4,2026-07-29,2026-07-29,1,0.0,false,true,false,0.00033735,0.0,0,1877,false,0,150000.0,0.0,1019.44,0.0017,7,4,0.0,1,0.4417,false,consolidator,consolidator
100000002547110100,3,false,6,0,1500000.0,0.0,10,0,6,2026-07-13,2026-07-16,2,0.0,false,true,false,0.00055163,0.0,0,1877,false,3,150000.0,0.0,2351.37,0.0016,10,3,0.0,1,0.228,false,consolidator,consolidator
100000003157679100,3,false,4,0,541000.0,0.0,4,0,4,2026-07-13,2026-07-29,3,0.0,false,true,false,0.00037285,0.0,0,1877,false,0,135250.0,0.0,1036.51,0.0019,7,4,0.0,0,0.4529,false,consolidator,consolidator
100000002945626100,3,false,3,0,584000.0,0.0,3,0,3,2026-07-22,2026-07-29,2,0.0,false,true,false,0.00033776,0.0,0,1877,false,0,194666.67,0.0,971.32,0.0017,7,4,0.0,0,0.5651,false,consolidator,consolidator
100000001875239100,3,false,3,0,712000.0,0.0,3,0,3,2026-07-22,2026-07-22,1,0.0,false,true,false,0.00033398,0.0,0,1877,false,0,237333.33,0.0,805.79,0.0011,7,4,0.0,1,0.625,false,consolidator,consolidator
100000006889963100,1,false,4,1,1431000.0,443475.8,6,3,5,2026-07-20,2026-07-22,3,0.3099,false,false,false,0.00042726,2.516e-05,0,1877,false,2,238500.0,147825.27,533172.21,0.3726,4,9,1.0,1,0.4193,false,transit,peripheral
100000007908818100,1,false,4,6,727475.0,302000.0,4,13,10,2026-07-03,2026-07-28,11,0.4151,false,false,false,0.00047538,0.00017754,0,1877,false,0,181868.75,23230.77,418681.83,0.5755,2,8,0.0497,0,0.3232,false,coordinator,peripheral
100000005171642100,3,false,2,1,696800.0,683600.0,5,4,2,2026-07-04,2026-07-27,7,0.9811,false,false,false,0.00276718,4e-07,0,1877,true,0,139360.0,170900.0,45199.42,0.0649,27,1,0.9626,0,0.9911,false,transit,transit
100000001530983100,1,false,4,11,564158.0,1829538.0,4,17,15,2026-07-03,2026-07-22,12,3.243,false,false,false,0.00035609,0.00033207,0,1877,false,0,141039.5,107619.88,393442.95,0.2151,5,5,0.1565,0,0.5918,false,coordinator,peripheral
100000005074393100,1,false,4,6,563026.0,685500.0,5,10,8,2026-07-05,2026-07-28,12,1.2175,false,false,false,0.00106008,0.00021697,0,1877,true,0,112605.2,68550.0,201070.8,0.2933,13,6,0.0664,0,0.5846,false,coordinator,peripheral
100000002956769100,3,false,3,0,840000.0,0.0,3,0,3,2026-07-31,2026-07-31,1,0.0,false,true,false,0.00038478,0.0,0,1877,false,0,280000.0,0.0,1225.65,0.0015,12,3,0.0,1,0.5238,false,consolidator,consolidator
100000002527114100,0,true,3,111,129000.0,3289249.0,4,113,111,2026-07-01,2026-07-31,25,25.4981,false,false,false,0.00081111,0.00019339,1,270,true,1,32250.0,29108.4,40546.65,1.0,1,0,0.4464,0,0.6977,false,distributor,distributor
100000004186824100,1,false,2,1,451700.0,7000.0,7,1,3,2026-07-09,2026-07-24,7,0.0155,false,false,false,0.00038193,2.18e-06,0,1877,false,1,64528.57,7000.0,450279.4,0.9969,5,2,0.0,0,0.9682,false,terminal,terminal
100000003242289100,2,false,3,23,550791.0,2377741.0,8,26,25,2026-07-02,2026-07-31,17,4.317,false,false,false,0.00043972,0.00100135,0,1877,true,2,68848.88,91451.58,5846.45,0.0025,16,3,0.3309,0,0.8511,false,distributor,distributor
