rank,gid,role,priority_score,why
11,100000004394765100,consolidator,0.8263,"Гипотеза: признаки консолидации (consolidator, уверенность 0,70). Получил 603 844 ₸ от 3 плат. (10 пер.), отдал 82 500 ₸ 2 получ. (2 пер.), пропуск 0,14. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 454 035 ₸, доля в узле 75%. Также: 43% выхода ушло ≤2 дн. после входа. Посредничество 0,0001, кластер 5, приоритет 0,826."
12,100000004299488100,consolidator,0.8203,"Гипотеза: признаки консолидации (consolidator, уверенность 0,86). Получил 1 749 000 ₸ от 6 плат. (22 пер.), отдал 344 999 ₸ 2 получ. (14 пер.), пропуск 0,20. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 416 800 ₸, доля в узле 24%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 3 дн. синхронных входов ≥3 плат. (2026-07-08, 2026-07-11, 2026-07-12); 94% выхода ушло ≤2 дн. после входа. Посредничество 0,0000, кластер 0, приоритет 0,820."
13,100000007055802100,consolidator,0.8025,"Гипотеза: признаки консолидации (consolidator, уверенность 0,80). Получил 2 024 999 ₸ от 6 плат. (34 пер.), отдал 605 000 ₸ 1 получ. (7 пер.), пропуск 0,299. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 254 677 ₸, доля в узле 13%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 3 дн. синхронных входов ≥3 плат. (2026-07-12, 2026-07-13, 2026-07-18); 100% выхода ушло ≤2 дн. после входа. Посредничество 0,0000, кластер 0, приоритет 0,802."
14,100000003016635100,coordinator,0.797,"Гипотеза: признаки координации (coordinator, уверенность 0,90). Получил 586 981 ₸ от 8 плат. (36 пер.), отдал 9 414 081 ₸ 73 получ. (151 пер.), пропуск 16,04. Seed-клиент: вход занижен выгрузкой, масштаб оценён по исходящим; уже известен аналитику — приоритет ×0,85. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 106 066 ₸, узел сам seed. Также: участвует в 15 цикл. ≤5 шагов (возвратный поток); 1 дн. синхронных входов ≥3 плат. (2026-07-12); 94% выхода ушло ≤2 дн. после входа. Посредничество 0,0072, кластер 5, приоритет 0,797."
15,100000004159526100,consolidator,0.7946,"Гипотеза: признаки консолидации (consolidator, уверенность 0,64). Получил 275 037 ₸ от 4 плат. (4 пер.), отдал 68 000 ₸ 4 получ. (6 пер.), пропуск 0,25. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 108 289 ₸, доля в узле 39%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 44% выхода ушло ≤2 дн. после входа. Посредничество 0,0001, кластер 14, приоритет 0,795."
16,100000006788200100,consolidator,0.7912,"Гипотеза: признаки консолидации (consolidator, уверенность 0,67). Получил 272 156 ₸ от 4 плат. (4 пер.), отдал 64 500 ₸ 3 получ. (4 пер.), пропуск 0,24. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 94 673 ₸, доля в узле 35%. Посредничество 0,0001, кластер 6, приоритет 0,791."
17,100000000706545100,consolidator,0.7764,"Гипотеза: признаки консолидации (consolidator, уверенность 0,74). Получил 1 070 300 ₸ от 3 плат. (8 пер.), отдал 75 800 ₸ 1 получ. (3 пер.), пропуск 0,07. Выше по потоку (≤4 шага) 2 seed; «красные» (seed) деньги на входе 730 575 ₸, доля в узле 68%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток). Посредничество 0,0000, кластер 5, приоритет 0,776."
18,100000006866783100,coordinator,0.7761,"Гипотеза: признаки координации (coordinator, уверенность 0,90). Получил 838 812 ₸ от 13 плат. (31 пер.), отдал 3 948 037 ₸ 67 получ. (90 пер.), пропуск 4,71. Seed-клиент: вход занижен выгрузкой, масштаб оценён по исходящим; уже известен аналитику — приоритет ×0,85. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 38 422 ₸, узел сам seed. Также: участвует в 137 цикл. ≤5 шагов (возвратный поток); 4 дн. синхронных входов ≥3 плат. (2026-07-08, 2026-07-11, 2026-07-12); 100% выхода ушло ≤2 дн. после входа. Посредничество 0,0060, кластер 0, приоритет 0,776."
19,100000001609499100,consolidator,0.7553,"Гипотеза: признаки консолидации (consolidator, уверенность 0,68). Получил 263 113 ₸ от 3 плат. (3 пер.), отдал 21 000 ₸ 2 получ. (2 пер.), пропуск 0,08. Выше по потоку (≤4 шага) 2 seed; «красные» (seed) деньги на входе 94 403 ₸, доля в узле 36%. Также: участвует в 20 цикл. ≤5 шагов (возвратный поток); 48% выхода ушло ≤2 дн. после входа. Посредничество 0,0002, кластер 0, приоритет 0,755."
20,100000004679953100,consolidator,0.7516,"Гипотеза: признаки консолидации (consolidator, уверенность 0,71). Получил 343 538 ₸ от 3 плат. (3 пер.), отдал 34 100 ₸ 3 получ. (3 пер.), пропуск 0,10. Выше по потоку (≤4 шага) 2 seed; «красные» (seed) деньги на входе 41 211 ₸, доля в узле 12%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 62% выхода ушло ≤2 дн. после входа. Посредничество 0,0004, кластер 3, приоритет 0,752."
21,100000002894076100,consolidator,0.75,"Гипотеза: признаки консолидации (consolidator, уверенность 0,81). Получил 1 122 782 ₸ от 4 плат. (6 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 7 seed; «красные» (seed) деньги на входе 822 302 ₸, доля в узле 73%. Также: 1 дн. синхронных входов ≥3 плат. (2026-07-14). Посредничество 0,0000, кластер 6, приоритет 0,750."
22,100000001072022100,consolidator,0.7477,"Гипотеза: признаки консолидации (consolidator, уверенность 0,81). Получил 1 684 000 ₸ от 3 плат. (6 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 5 seed; «красные» (seed) деньги на входе 747 676 ₸, доля в узле 44%. Посредничество 0,0000, кластер 2, приоритет 0,748."
23,100000003404627100,consolidator,0.7426,"Гипотеза: признаки консолидации (consolidator, уверенность 0,83). Получил 877 700 ₸ от 4 плат. (5 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 5 seed; «красные» (seed) деньги на входе 614 284 ₸, доля в узле 70%. Также: 1 дн. синхронных входов ≥3 плат. (2026-07-13). Посредничество 0,0000, кластер 10, приоритет 0,743."
24,100000006972210100,consolidator,0.7355,"Гипотеза: признаки консолидации (consolidator, уверенность 0,80). Получил 488 775 ₸ от 3 плат. (4 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 7 seed; «красные» (seed) деньги на входе 488 775 ₸, доля в узле 100%. Посредничество 0,0000, кластер 7, приоритет 0,736."
25,100000002939838100,consolidator,0.731,"Гипотеза: признаки консолидации (consolidator, уверенность 0,78). Получил 571 233 ₸ от 3 плат. (3 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 6 seed; «красные» (seed) деньги на входе 167 403 ₸, доля в узле 29%. Посредничество 0,0000, кластер 5, приоритет 0,731."
26,100000004071080100,consolidator,0.729,"Гипотеза: признаки консолидации (consolidator, уверенность 0,76). Получил 238 600 ₸ от 9 плат. (16 пер.), отдал 46 500 ₸ 2 получ. (5 пер.), пропуск 0,19. Выше по потоку (≤4 шага) 2 seed; «красные» (seed) деньги на входе 71 355 ₸, доля в узле 30%. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 87% выхода ушло ≤2 дн. после входа. Посредничество 0,0000, кластер 0, приоритет 0,729."
27,100000005778283100,consolidator,0.7258,"Гипотеза: признаки консолидации (consolidator, уверенность 0,81). Получил 615 760 ₸ от 3 плат. (3 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 4 seed; «красные» (seed) деньги на входе 346 464 ₸, доля в узле 56%. Посредничество 0,0000, кластер 6, приоритет 0,726."
28,100000002173161100,consolidator,0.7134,"Гипотеза: признаки консолидации (consolidator, уверенность 0,78). Получил 1 427 500 ₸ от 3 плат. (5 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 3 seed; «красные» (seed) деньги на входе 870 874 ₸, доля в узле 61%. Посредничество 0,0000, кластер 5, приоритет 0,713."
29,100000003158727100,consolidator,0.7056,"Гипотеза: признаки консолидации (consolidator, уверенность 0,76). Получил 367 940 ₸ от 3 плат. (3 пер.), отдал 0 ₸ 0 получ. (0 пер.), пропуск 0,00. Выше по потоку (≤4 шага) 4 seed; «красные» (seed) деньги на входе 176 618 ₸, доля в узле 48%. Посредничество 0,0000, кластер 6, приоритет 0,706."
30,100000005382566100,consolidator,0.7043,"Гипотеза: признаки консолидации (consolidator, уверенность 0,86). Получил 393 066 ₸ от 7 плат. (11 пер.), отдал 50 000 ₸ 1 получ. (1 пер.), пропуск 0,13. Seed-клиент: вход занижен выгрузкой, масштаб оценён по исходящим; уже известен аналитику — приоритет ×0,85. Выше по потоку (≤4 шага) 11 seed; «красные» (seed) деньги на входе 339 962 ₸, узел сам seed. Также: участвует в 1 цикл. ≤5 шагов (возвратный поток); 100% выхода ушло ≤2 дн. после входа. Посредничество 0,0000, кластер 20, приоритет 0,704."
