src,dst,sum_kzt,n_tx,depth,src_depth,dst_depth,min_tx,max_tx,first_date,last_date,active_days,mutual,back_edge
100000004007116100,100000004144536100,113000.0,3,1,0,1,8000.0,55000.0,2026-07-15,2026-07-23,3,false,false
100000006866783100,100000002214301100,21438.0,1,1,0,1,21438.0,21438.0,2026-07-01,2026-07-01,1,false,false
100000002527114100,100000004494983100,35000.0,1,1,0,1,35000.0,35000.0,2026-07-14,2026-07-14,1,false,false
100000003016635100,100000001851289100,109510.0,3,1,0,1,15510.0,47000.0,2026-07-18,2026-07-18,1,false,false
100000003016635100,100000007544358100,300000.0,1,1,0,1,300000.0,300000.0,2026-07-18,2026-07-18,1,false,false
100000003016635100,100000004664905100,234620.0,3,1,0,1,47560.0,117030.0,2026-07-12,2026-07-21,3,false,false
100000003684369100,100000008628231100,50000.0,1,1,0,1,50000.0,50000.0,2026-07-23,2026-07-23,1,false,false
100000000343175100,100000000979923100,97900.0,1,1,0,1,97900.0,97900.0,2026-07-13,2026-07-13,1,false,false
100000008418835100,100000008730021100,75555.0,3,1,0,1,5555.0,60000.0,2026-07-20,2026-07-23,2,false,false
100000003016635100,100000006177176100,8911.0,1,1,0,1,8911.0,8911.0,2026-07-16,2026-07-16,1,false,false
100000008314203100,100000008637537100,232000.0,11,1,0,0,5000.0,113000.0,2026-07-01,2026-07-16,6,true,true
100000003016635100,100000004790991100,239413.0,4,1,0,1,18800.0,115200.0,2026-07-04,2026-07-15,4,false,false
100000003684369100,100000001924185100,36000.0,1,1,0,1,36000.0,36000.0,2026-07-21,2026-07-21,1,false,false
100000002527114100,100000008672162100,15550.0,1,1,0,1,15550.0,15550.0,2026-07-03,2026-07-03,1,false,false
100000003016635100,100000001805543100,59000.0,1,1,0,1,59000.0,59000.0,2026-07-06,2026-07-06,1,false,false
100000003016635100,100000007442518100,6000.0,1,1,0,1,6000.0,6000.0,2026-07-15,2026-07-15,1,false,false
100000003684369100,100000003022835100,125000.0,1,1,0,1,125000.0,125000.0,2026-07-27,2026-07-27,1,false,false
100000007747786100,100000003377795100,7000.0,1,1,0,1,7000.0,7000.0,2026-07-08,2026-07-08,1,false,false
100000003684369100,100000002565277100,483319.0,1,1,0,1,483319.0,483319.0,2026-07-27,2026-07-27,1,false,false
100000008680731100,100000002864680100,55932.0,1,1,0,1,55932.0,55932.0,2026-07-13,2026-07-13,1,false,false
100000002527114100,100000006369769100,40000.0,1,1,0,1,40000.0,40000.0,2026-07-10,2026-07-10,1,false,false
100000003016635100,100000005634552100,25850.0,1,1,0,1,25850.0,25850.0,2026-07-21,2026-07-21,1,false,false
100000005485830100,100000005895525100,120000.0,3,1,0,1,30000.0,50000.0,2026-07-10,2026-07-13,3,false,false
100000006866783100,100000008304139100,23567.0,1,1,0,1,23567.0,23567.0,2026-07-05,2026-07-05,1,true,false
100000008601794100,100000001872484100,871400.0,13,1,0,1,5000.0,312000.0,2026-07-01,2026-07-24,12,true,false
100000008418835100,100000000343175100,31500.0,1,1,0,0,31500.0,31500.0,2026-07-16,2026-07-16,1,false,true
100000007747786100,100000005514161100,30000.0,1,1,0,1,30000.0,30000.0,2026-07-24,2026-07-24,1,false,false
100000003684369100,100000008671929100,75000.0,2,1,0,1,25000.0,50000.0,2026-07-19,2026-07-21,2,false,false
100000007747786100,100000002836736100,193000.0,1,1,0,1,193000.0,193000.0,2026-07-16,2026-07-16,1,false,false
100000003016635100,100000000507799100,5132.0,1,1,0,1,5132.0,5132.0,2026-07-22,2026-07-22,1,false,false
100000007747786100,100000005778283100,205760.0,1,1,0,1,205760.0,205760.0,2026-07-08,2026-07-08,1,false,false
100000007747786100,100000007641801100,200000.0,1,1,0,1,200000.0,200000.0,2026-07-20,2026-07-20,1,false,false
100000003016635100,100000008188026100,63358.0,4,1,0,1,7134.0,23324.0,2026-07-03,2026-07-13,3,false,false
100000006866783100,100000004299488100,337000.0,5,1,0,1,22000.0,135000.0,2026-07-09,2026-07-12,3,false,false
100000003684369100,100000005133757100,25000.0,1,1,0,1,25000.0,25000.0,2026-07-17,2026-07-17,1,false,false
100000003016635100,100000004948177100,341163.0,6,1,0,1,24075.0,96100.0,2026-07-04,2026-07-10,5,false,false
100000002527114100,100000008666075100,26217.0,1,1,0,1,26217.0,26217.0,2026-07-02,2026-07-02,1,false,false
100000006866783100,100000001330685100,130425.0,1,1,0,1,130425.0,130425.0,2026-07-18,2026-07-18,1,false,false
100000003977183100,100000003923946100,282000.0,3,1,0,1,54000.0,162000.0,2026-07-14,2026-07-17,3,true,false
100000003684369100,100000006446271100,50000.0,1,1,0,1,50000.0,50000.0,2026-07-25,2026-07-25,1,false,false
100000003016635100,100000008173359100,6110.0,1,1,0,1,6110.0,6110.0,2026-07-23,2026-07-23,1,false,false
100000002527114100,100000008737422100,76903.0,1,1,0,1,76903.0,76903.0,2026-07-20,2026-07-20,1,false,false
100000002527114100,100000007631637100,15341.0,1,1,0,1,15341.0,15341.0,2026-07-01,2026-07-01,1,false,false
100000002527114100,100000001953577100,15600.0,1,1,0,1,15600.0,15600.0,2026-07-20,2026-07-20,1,false,false
100000008659445100,100000005456919100,263950.0,5,1,0,1,20000.0,100150.0,2026-07-12,2026-07-17,3,true,false
100000004041163100,100000005523088100,700000.0,2,1,0,0,300000.0,400000.0,2026-07-05,2026-07-05,1,false,true
100000006866783100,100000001126374100,20000.0,2,1,0,1,10000.0,10000.0,2026-07-03,2026-07-09,2,false,false
100000003016635100,100000004394765100,451888.0,8,1,0,1,7050.0,184665.0,2026-07-11,2026-07-23,4,false,false
100000003016635100,100000004330371100,96671.0,4,1,0,1,20045.0,28200.0,2026-07-08,2026-07-21,3,true,false
100000003684369100,100000002988894100,306121.0,1,1,0,1,306121.0,306121.0,2026-07-23,2026-07-23,1,false,false
100000003684369100,100000007181706100,163772.0,1,1,0,1,163772.0,163772.0,2026-07-22,2026-07-22,1,false,false
100000004358004100,100000005527892100,70000.0,1,1,0,1,70000.0,70000.0,2026-07-28,2026-07-28,1,false,false
100000007747786100,100000002844652100,61360.0,1,1,0,1,61360.0,61360.0,2026-07-07,2026-07-07,1,false,false
100000002527114100,100000002810870100,33677.0,1,1,0,1,33677.0,33677.0,2026-07-02,2026-07-02,1,false,false
100000003684369100,100000004004621100,25000.0,1,1,0,1,25000.0,25000.0,2026-07-19,2026-07-19,1,false,false
100000003016635100,100000003134937100,10286.0,1,1,0,1,10286.0,10286.0,2026-07-21,2026-07-21,1,false,false
100000007982728100,100000006788200100,93200.0,1,1,0,1,93200.0,93200.0,2026-07-23,2026-07-23,1,false,false
100000006866783100,100000005620225100,43923.0,1,1,0,1,43923.0,43923.0,2026-07-03,2026-07-03,1,false,false
100000007747786100,100000002894076100,741782.0,3,1,0,1,165520.0,294262.0,2026-07-10,2026-07-14,2,false,false
100000002527114100,100000001389255100,16136.0,1,1,0,1,16136.0,16136.0,2026-07-18,2026-07-18,1,false,false
100000002527114100,100000003187359100,19072.0,1,1,0,1,19072.0,19072.0,2026-07-22,2026-07-22,1,false,false
100000001616816100,100000001641789100,17826.0,1,1,0,1,17826.0,17826.0,2026-07-13,2026-07-13,1,false,false
100000008575624100,100000004094958100,39000.0,1,1,0,1,39000.0,39000.0,2026-07-16,2026-07-16,1,false,false
100000003016635100,100000008116374100,31284.0,1,1,0,1,31284.0,31284.0,2026-07-09,2026-07-09,1,false,false
100000006866783100,100000002603769100,149968.0,1,1,0,1,149968.0,149968.0,2026-07-11,2026-07-11,1,false,false
100000005498992100,100000002324543100,30202.0,1,1,0,1,30202.0,30202.0,2026-07-19,2026-07-19,1,false,false
100000006866783100,100000004180097100,76854.0,1,1,0,1,76854.0,76854.0,2026-07-17,2026-07-17,1,false,false
100000008738325100,100000005668605100,54000.0,1,1,0,0,54000.0,54000.0,2026-07-21,2026-07-21,1,false,true
100000008575624100,100000005546031100,31000.0,3,1,0,1,5000.0,20000.0,2026-07-03,2026-07-07,2,false,false
100000003016635100,100000007641183100,28000.0,1,1,0,1,28000.0,28000.0,2026-07-06,2026-07-06,1,false,false
100000003016635100,100000002609774100,7700.0,1,1,0,1,7700.0,7700.0,2026-07-19,2026-07-19,1,false,false
100000006866783100,100000003102157100,96746.0,2,1,0,1,46990.0,49756.0,2026-07-13,2026-07-13,1,false,false
100000002527114100,100000001952325100,77888.0,2,1,0,1,26144.0,51744.0,2026-07-14,2026-07-27,2,false,false
100000008637537100,100000008314203100,60000.0,1,1,0,0,60000.0,60000.0,2026-07-06,2026-07-06,1,true,true
100000007747786100,100000002670860100,200000.0,1,1,0,1,200000.0,200000.0,2026-07-21,2026-07-21,1,false,false
100000004971871100,100000003148220100,5650.0,1,1,0,1,5650.0,5650.0,2026-07-21,2026-07-21,1,true,false
100000005498992100,100000002958286100,257000.0,1,1,0,1,257000.0,257000.0,2026-07-20,2026-07-20,1,false,false
100000002527114100,100000000907277100,17534.0,1,1,0,1,17534.0,17534.0,2026-07-24,2026-07-24,1,false,false
100000008659445100,100000008193577100,87000.0,4,1,0,1,9000.0,37000.0,2026-07-18,2026-07-29,2,true,false
100000003684369100,100000005093521100,15200.0,1,1,0,1,15200.0,15200.0,2026-07-20,2026-07-20,1,false,false
100000003016635100,100000001567366100,824070.0,4,1,0,1,23725.0,495311.0,2026-07-10,2026-07-21,4,false,false
100000008650785100,100000005519347100,50100.0,1,1,0,0,50100.0,50100.0,2026-07-09,2026-07-09,1,false,true
100000007747786100,100000008349675100,46520.0,1,1,0,1,46520.0,46520.0,2026-07-11,2026-07-11,1,false,false
100000006866783100,100000002606567100,14095.0,1,1,0,1,14095.0,14095.0,2026-07-09,2026-07-09,1,false,false
100000006866783100,100000002511825100,65000.0,1,1,0,1,65000.0,65000.0,2026-07-01,2026-07-01,1,false,false
100000006866783100,100000002306369100,73166.0,1,1,0,1,73166.0,73166.0,2026-07-01,2026-07-01,1,false,false
100000003684369100,100000003205210100,137563.0,1,1,0,1,137563.0,137563.0,2026-07-24,2026-07-24,1,false,false
100000006866783100,100000008665380100,10000.0,1,1,0,1,10000.0,10000.0,2026-07-09,2026-07-09,1,false,false
100000006866783100,100000004076740100,46250.0,1,1,0,1,46250.0,46250.0,2026-07-09,2026-07-09,1,false,false
100000008680731100,100000002679516100,29785.0,1,1,0,1,29785.0,29785.0,2026-07-13,2026-07-13,1,false,false
100000004358004100,100000002479804100,46000.0,1,1,0,1,46000.0,46000.0,2026-07-15,2026-07-15,1,false,false
100000002527114100,100000008745489100,55539.0,1,1,0,1,55539.0,55539.0,2026-07-22,2026-07-22,1,false,false
100000003684369100,100000001194266100,50000.0,1,1,0,1,50000.0,50000.0,2026-07-24,2026-07-24,1,false,false
100000000343175100,100000006972210100,93555.0,1,1,0,1,93555.0,93555.0,2026-07-15,2026-07-15,1,false,false
100000002527114100,100000008695495100,21000.0,1,1,0,1,21000.0,21000.0,2026-07-10,2026-07-10,1,false,false
100000006866783100,100000002182176100,42465.0,1,1,0,1,42465.0,42465.0,2026-07-05,2026-07-05,1,false,false
100000003684369100,100000003877908100,40000.0,1,1,0,1,40000.0,40000.0,2026-07-26,2026-07-26,1,false,false
100000003684369100,100000003832231100,35000.0,1,1,0,1,35000.0,35000.0,2026-07-16,2026-07-16,1,false,false
100000003684369100,100000002864256100,135780.0,1,1,0,1,135780.0,135780.0,2026-07-22,2026-07-22,1,false,false
100000002527114100,100000008749618100,47280.0,1,1,0,1,47280.0,47280.0,2026-07-23,2026-07-23,1,false,false
100000008680731100,100000004286573100,16590.0,1,1,0,1,16590.0,16590.0,2026-07-14,2026-07-14,1,false,false
100000003684369100,100000002939838100,93061.0,1,1,0,1,93061.0,93061.0,2026-07-16,2026-07-16,1,false,false
100000007747786100,100000002762076100,89450.0,1,1,0,1,89450.0,89450.0,2026-07-09,2026-07-09,1,false,false
100000003016635100,100000002793851100,11052.0,1,1,0,1,11052.0,11052.0,2026-07-04,2026-07-04,1,false,false
100000002527114100,100000008736760100,54757.0,1,1,0,1,54757.0,54757.0,2026-07-20,2026-07-20,1,false,false
100000002527114100,100000008769636100,23118.0,1,1,0,1,23118.0,23118.0,2026-07-28,2026-07-28,1,false,false
100000007747786100,100000002870937100,83700.0,1,1,0,1,83700.0,83700.0,2026-07-04,2026-07-04,1,false,false
100000005498992100,100000001929088100,186010.0,1,1,0,1,186010.0,186010.0,2026-07-31,2026-07-31,1,false,false
100000005264990100,100000005382566100,53000.0,1,1,0,0,53000.0,53000.0,2026-07-14,2026-07-14,1,false,true
100000006866783100,100000003873332100,23468.0,1,1,0,1,23468.0,23468.0,2026-07-14,2026-07-14,1,false,false
100000003016635100,100000007281639100,147000.0,2,1,0,1,6000.0,141000.0,2026-07-06,2026-07-23,2,false,false
100000003684369100,100000003946524100,113757.0,1,1,0,1,113757.0,113757.0,2026-07-25,2026-07-25,1,false,false
100000005498992100,100000002615479100,220000.0,1,1,0,1,220000.0,220000.0,2026-07-17,2026-07-17,1,false,false
100000002527114100,100000008690932100,23000.0,1,1,0,1,23000.0,23000.0,2026-07-09,2026-07-09,1,false,false
100000008680731100,100000004692798100,190305.0,1,1,0,1,190305.0,190305.0,2026-07-15,2026-07-15,1,false,false
100000008650785100,100000000817146100,70020.0,1,1,0,1,70020.0,70020.0,2026-07-06,2026-07-06,1,false,false
100000004388983100,100000007283257100,192000.0,7,1,0,1,10000.0,70000.0,2026-07-29,2026-07-31,2,false,false
100000008680731100,100000002692044100,97000.0,1,1,0,1,97000.0,97000.0,2026-07-12,2026-07-12,1,false,false
100000002527114100,100000008687671100,37500.0,1,1,0,1,37500.0,37500.0,2026-07-09,2026-07-09,1,false,false
100000003684369100,100000000810551100,100000.0,1,1,0,1,100000.0,100000.0,2026-07-22,2026-07-22,1,false,false
100000006866783100,100000004071080100,67000.0,4,1,0,1,11000.0,21000.0,2026-07-05,2026-07-09,2,false,false
100000006866783100,100000006687202100,50000.0,1,1,0,1,50000.0,50000.0,2026-07-15,2026-07-15,1,false,false
100000000343175100,100000006745291100,82534.0,1,1,0,1,82534.0,82534.0,2026-07-17,2026-07-17,1,false,false
100000002527114100,100000004792397100,73520.0,1,1,0,1,73520.0,73520.0,2026-07-31,2026-07-31,1,false,false
100000008418835100,100000004156082100,27000.0,1,1,0,1,27000.0,27000.0,2026-07-31,2026-07-31,1,false,false
100000003016635100,100000002952631100,48050.0,1,1,0,1,48050.0,48050.0,2026-07-04,2026-07-04,1,false,false
100000005392290100,100000003865939100,81465.0,1,1,0,1,81465.0,81465.0,2026-07-29,2026-07-29,1,false,false
100000000343175100,100000003809101100,146050.0,1,1,0,1,146050.0,146050.0,2026-07-20,2026-07-20,1,false,false
100000008680731100,100000001253557100,30000.0,1,1,0,1,30000.0,30000.0,2026-07-15,2026-07-15,1,false,false
100000007982728100,100000002152857100,105000.0,1,1,0,1,105000.0,105000.0,2026-07-18,2026-07-18,1,false,false
100000002527114100,100000003119550100,21000.0,1,1,0,1,21000.0,21000.0,2026-07-27,2026-07-27,1,false,false
100000007747786100,100000002838861100,108000.0,1,1,0,1,108000.0,108000.0,2026-07-22,2026-07-22,1,false,false
100000006249740100,100000008129393100,10000.0,1,1,0,1,10000.0,10000.0,2026-07-30,2026-07-30,1,false,false
100000005498992100,100000002838861100,289500.0,1,1,0,1,289500.0,289500.0,2026-07-21,2026-07-21,1,false,false
100000003684369100,100000006889963100,311000.0,2,1,0,1,151000.0,160000.0,2026-07-20,2026-07-21,2,false,false
100000004358004100,100000008172352100,43000.0,1,1,0,1,43000.0,43000.0,2026-07-18,2026-07-18,1,false,false
100000008314203100,100000001732159100,95000.0,2,1,0,0,25000.0,70000.0,2026-07-07,2026-07-17,2,true,true
100000008680731100,100000002748180100,9900.0,1,1,0,1,9900.0,9900.0,2026-07-14,2026-07-14,1,false,false
100000003684369100,100000008747113100,92591.0,1,1,0,1,92591.0,92591.0,2026-07-26,2026-07-26,1,false,false
100000006866783100,100000002934441100,36068.0,1,1,0,1,36068.0,36068.0,2026-07-02,2026-07-02,1,false,false
100000006866783100,100000008094734100,150000.0,1,1,0,1,150000.0,150000.0,2026-07-02,2026-07-02,1,false,false
100000002527114100,100000005901606100,35660.0,1,1,0,1,35660.0,35660.0,2026-07-23,2026-07-23,1,false,false
100000000343175100,100000007908818100,165875.0,1,1,0,1,165875.0,165875.0,2026-07-17,2026-07-17,1,false,false
100000002527114100,100000008749406100,17144.0,1,1,0,1,17144.0,17144.0,2026-07-23,2026-07-23,1,false,false
100000000343175100,100000004677680100,45000.0,1,1,0,1,45000.0,45000.0,2026-07-03,2026-07-03,1,false,false
100000002527114100,100000002158488100,31723.0,1,1,0,1,31723.0,31723.0,2026-07-23,2026-07-23,1,false,false
100000002527114100,100000006656003100,20000.0,1,1,0,1,20000.0,20000.0,2026-07-20,2026-07-20,1,true,false
100000002527114100,100000008028628100,57224.0,1,1,0,1,57224.0,57224.0,2026-07-08,2026-07-08,1,false,false
100000000343175100,100000002760175100,187410.0,1,1,0,1,187410.0,187410.0,2026-07-16,2026-07-16,1,false,false
100000003016635100,100000006518161100,521200.0,8,1,0,1,25900.0,143500.0,2026-07-06,2026-07-22,8,false,false
100000007747786100,100000004015047100,170000.0,1,1,0,1,170000.0,170000.0,2026-07-04,2026-07-04,1,false,false
100000007747786100,100000000267734100,120000.0,1,1,0,1,120000.0,120000.0,2026-07-04,2026-07-04,1,false,false
100000003684369100,100000008555918100,139211.0,1,1,0,1,139211.0,139211.0,2026-07-19,2026-07-19,1,false,false
100000008637537100,100000001732159100,2283100.0,28,1,0,0,10000.0,318000.0,2026-07-01,2026-07-17,10,true,true
100000003016635100,100000001049200100,6014.0,1,1,0,1,6014.0,6014.0,2026-07-06,2026-07-06,1,true,false
100000003016635100,100000001987030100,7196.0,1,1,0,1,7196.0,7196.0,2026-07-13,2026-07-13,1,false,false
100000002527114100,100000003567087100,62115.0,1,1,0,1,62115.0,62115.0,2026-07-06,2026-07-06,1,false,false
100000004358004100,100000005612411100,65000.0,1,1,0,1,65000.0,65000.0,2026-07-25,2026-07-25,1,false,false
100000006866783100,100000000945428100,89629.0,1,1,0,1,89629.0,89629.0,2026-07-15,2026-07-15,1,false,false
100000005498992100,100000002844897100,10800.0,1,1,0,1,10800.0,10800.0,2026-07-21,2026-07-21,1,false,false
100000003684369100,100000002957306100,188990.0,1,1,0,1,188990.0,188990.0,2026-07-24,2026-07-24,1,false,false
100000005498992100,100000001074553100,15000.0,1,1,0,1,15000.0,15000.0,2026-07-17,2026-07-17,1,false,false
100000003016635100,100000004188160100,79262.0,4,1,0,1,14706.0,23450.0,2026-07-03,2026-07-22,4,true,false
100000002527114100,100000008771819100,38900.0,1,1,0,1,38900.0,38900.0,2026-07-29,2026-07-29,1,false,false
100000008680731100,100000002762076100,50900.0,1,1,0,1,50900.0,50900.0,2026-07-13,2026-07-13,1,false,false
100000003684369100,100000008566737100,104000.0,1,1,0,1,104000.0,104000.0,2026-07-20,2026-07-20,1,false,false
100000002527114100,100000005092518100,26144.0,1,1,0,1,26144.0,26144.0,2026-07-07,2026-07-07,1,false,false
100000007982728100,100000008748408100,360000.0,2,1,0,1,110000.0,250000.0,2026-07-26,2026-07-28,2,false,false
100000003016635100,100000003713616100,15893.0,1,1,0,1,15893.0,15893.0,2026-07-09,2026-07-09,1,false,false
100000005498992100,100000001162560100,331300.0,2,1,0,1,159300.0,172000.0,2026-07-23,2026-07-24,2,false,false
100000004269433100,100000008418835100,1372000.0,67,1,0,0,5000.0,55000.0,2026-07-01,2026-07-28,16,false,true
100000006866783100,100000004737477100,30127.0,2,1,0,1,14127.0,16000.0,2026-07-05,2026-07-05,1,false,false
100000002527114100,100000008708368100,23677.0,1,1,0,1,23677.0,23677.0,2026-07-13,2026-07-13,1,false,false
100000002527114100,100000008782056100,29082.0,1,1,0,1,29082.0,29082.0,2026-07-31,2026-07-31,1,false,false
100000002527114100,100000002289937100,20000.0,1,1,0,1,20000.0,20000.0,2026-07-02,2026-07-02,1,false,false
100000000343175100,100000004105288100,25000.0,1,1,0,1,25000.0,25000.0,2026-07-19,2026-07-19,1,false,false
100000000343175100,100000001899164100,21050.0,1,1,0,1,21050.0,21050.0,2026-07-01,2026-07-01,1,false,false
100000002527114100,100000008718089100,15534.0,1,1,0,1,15534.0,15534.0,2026-07-15,2026-07-15,1,false,false
100000000580561100,100000007939160100,795000.0,2,1,0,1,195000.0,600000.0,2026-07-20,2026-07-24,2,true,false
100000003684369100,100000003115284100,193000.0,2,1,0,1,73000.0,120000.0,2026-07-19,2026-07-19,1,false,false
100000002527114100,100000008745725100,47060.0,1,1,0,1,47060.0,47060.0,2026-07-22,2026-07-22,1,false,false
100000003016635100,100000002173161100,869500.0,3,1,0,1,164500.0,470000.0,2026-07-19,2026-07-21,2,false,false
100000002527114100,100000008777088100,18000.0,1,1,0,1,18000.0,18000.0,2026-07-30,2026-07-30,1,false,false
100000002527114100,100000006326645100,25264.0,1,1,0,1,25264.0,25264.0,2026-07-18,2026-07-18,1,false,false
100000003016635100,100000002890167100,118150.0,1,1,0,1,118150.0,118150.0,2026-07-10,2026-07-10,1,false,false
100000002527114100,100000005877725100,70000.0,1,1,0,1,70000.0,70000.0,2026-07-01,2026-07-01,1,false,false
100000002527114100,100000002211413100,37000.0,1,1,0,1,37000.0,37000.0,2026-07-28,2026-07-28,1,false,false
100000006866783100,100000004679953100,40003.0,1,1,0,1,40003.0,40003.0,2026-07-14,2026-07-14,1,false,false
100000002527114100,100000004497606100,15534.0,1,1,0,1,15534.0,15534.0,2026-07-15,2026-07-15,1,false,false
100000000343175100,100000002605548100,93480.0,1,1,0,1,93480.0,93480.0,2026-07-20,2026-07-20,1,false,false
100000002527114100,100000008767925100,17144.0,1,1,0,1,17144.0,17144.0,2026-07-28,2026-07-28,1,false,false
100000003016635100,100000007511163100,14666.0,1,1,0,1,14666.0,14666.0,2026-07-05,2026-07-05,1,false,false
100000003016635100,100000008724279100,11750.0,1,1,0,1,11750.0,11750.0,2026-07-20,2026-07-20,1,false,false
100000003684369100,100000000041368100,160000.0,1,1,0,1,160000.0,160000.0,2026-07-22,2026-07-22,1,false,false
100000003684369100,100000003476560100,50000.0,1,1,0,1,50000.0,50000.0,2026-07-15,2026-07-15,1,false,false
100000004388983100,100000005034574100,258816.0,16,1,0,1,7816.0,36000.0,2026-07-27,2026-07-31,5,false,false
100000004358004100,100000008165763100,148000.0,3,1,0,1,28000.0,83000.0,2026-07-21,2026-07-28,3,false,false
100000006249740100,100000007347733100,23007.0,1,1,0,1,23007.0,23007.0,2026-07-31,2026-07-31,1,false,false
100000003684369100,100000008237827100,40001.0,1,1,0,1,40001.0,40001.0,2026-07-16,2026-07-16,1,false,false
100000002527114100,100000008736173100,31060.0,1,1,0,1,31060.0,31060.0,2026-07-20,2026-07-20,1,false,false
100000006866783100,100000004070318100,64725.0,2,1,0,1,30000.0,34725.0,2026-07-09,2026-07-09,1,true,false
100000002527114100,100000008779584100,31400.0,1,1,0,1,31400.0,31400.0,2026-07-30,2026-07-30,1,false,false
100000000343175100,100000004388353100,34960.0,1,1,0,1,34960.0,34960.0,2026-07-19,2026-07-19,1,false,false
100000005498992100,100000003071930100,227610.0,2,1,0,1,65000.0,162610.0,2026-07-24,2026-07-27,2,false,false
100000003684369100,100000007311010100,38000.0,1,1,0,1,38000.0,38000.0,2026-07-22,2026-07-22,1,false,false
100000002527114100,100000008667058100,17534.0,1,1,0,1,17534.0,17534.0,2026-07-03,2026-07-03,1,false,false
100000008659445100,100000008736940100,252500.0,6,1,0,1,29000.0,69500.0,2026-07-23,2026-07-31,4,true,false
100000006866783100,100000004351795100,66404.0,1,1,0,1,66404.0,66404.0,2026-07-01,2026-07-01,1,false,false
100000006249740100,100000006562026100,60000.0,3,1,0,1,10000.0,25000.0,2026-07-21,2026-07-24,3,false,false
100000007747786100,100000008219168100,53200.0,2,1,0,1,26410.0,26790.0,2026-07-15,2026-07-25,2,false,false
