src,dst,date,amount,channel
ext_client_tso_astana,c5_agency_kadry,2026-07-22,910000,inter
c5_agency_kadry,hub_landlord_3,2026-07-02,380000,intra
c5_agency_kadry,hub_grocery_2,2026-07-09,23870,intra
c5_agency_kadry,hub_furniture,2026-07-15,146000,intra
c5_agency_kadry,ext_kgd_budget,2026-07-24,612400,inter
c5_agency_kadry,hub_grocery_2,2026-07-29,4350,intra
c5_agency_kadry,c5_legal_office_mgr_aliya,2026-06-25,168400,intra
c5_agency_kadry,c5_legal_cleaner_raisa,2026-06-25,92300,intra
c5_agency_kadry,c5_legal_driver_sergey,2026-06-25,201500,intra
c5_agency_kadry,c5_legal_hr_dana,2026-06-25,245000,intra
c5_agency_kadry,c5_legal_security_valery,2026-06-25,143000,intra
c5_agency_kadry,c5_legal_accountant_elmira,2026-06-26,312600,intra
c5_agency_kadry,c5_kur_quit_farkhat,2026-06-26,73200,intra
c5_agency_kadry,c5_fict_zhanar,2026-06-29,205300,intra
c5_agency_kadry,c5_senior_marat,2026-06-29,340000,intra
c5_agency_kadry,c5_zak_dias,2026-06-30,47500,intra
c5_agency_kadry,c5_kur_nurbol,2026-06-30,58400,intra
c5_agency_kadry,c5_kur_quit_farkhat,2026-06-30,15000,intra
c5_agency_kadry,c5_zak_ruslan,2026-07-03,64500,intra
c5_agency_kadry,c5_zak_miras,2026-07-03,58000,intra
c5_agency_kadry,c5_zak_arman,2026-07-03,112500,intra
c5_agency_kadry,c5_kur_alibek,2026-07-03,43700,intra
c5_agency_kadry,c5_zak_madina,2026-07-03,76900,intra
c5_agency_kadry,c5_kur_nursultan,2026-07-03,98700,intra
c5_agency_kadry,c5_kur_adil,2026-07-03,49600,intra
c5_agency_kadry,c5_kur_zhandos,2026-07-03,83600,intra
c5_agency_kadry,c5_kur_maksat,2026-07-03,66700,intra
c5_agency_kadry,c5_kur_askar,2026-07-03,101200,intra
c5_agency_kadry,c5_kur_azamat,2026-07-03,42600,intra
c5_agency_kadry,c5_kur_sultan,2026-07-03,118400,intra
c5_agency_kadry,c5_zak_aruzhan,2026-07-03,57800,intra
c5_agency_kadry,c5_kur_vadim,2026-07-03,92800,intra
c5_agency_kadry,c5_senior_marat,2026-07-03,385000,intra
c5_agency_kadry,c5_fict_bakhyt,2026-07-03,264300,intra
c5_agency_kadry,c5_fict_serik,2026-07-03,226400,intra
c5_agency_kadry,c5_zak_aidos,2026-07-06,72400,intra
c5_agency_kadry,c5_zak_temirlan,2026-07-06,55300,intra
c5_agency_kadry,c5_zak_kamila,2026-07-06,52100,intra
c5_agency_kadry,c5_kur_yerlan,2026-07-06,61800,intra
c5_agency_kadry,c5_kur_rinat,2026-07-06,45200,intra
c5_agency_kadry,c5_kur_timur,2026-07-06,87500,intra
c5_agency_kadry,c5_kur_alisher,2026-07-06,46800,intra
c5_agency_kadry,c5_zak_tomiris,2026-07-06,44900,intra
c5_agency_kadry,c5_kur_kirill,2026-07-06,71400,intra
c5_agency_kadry,c5_nominee_bolat,2026-07-06,70000,intra
c5_agency_kadry,c5_fict_zhanar,2026-07-06,243800,intra
c5_agency_kadry,c5_fict_student_abylai,2026-07-06,142300,intra
c5_agency_kadry,c5_zak_dias,2026-07-07,81200,intra
c5_agency_kadry,c5_kur_sanzhar,2026-07-07,91400,intra
c5_agency_kadry,c5_kur_bauyrzhan,2026-07-07,71300,intra
c5_agency_kadry,c5_kur_olzhas,2026-07-07,39400,intra
c5_agency_kadry,c5_kur_erasyl,2026-07-07,74100,intra
c5_agency_kadry,c5_zak_dilnaz,2026-07-07,61200,intra
c5_agency_kadry,c5_kur_artem,2026-07-07,56300,intra
c5_agency_kadry,c5_fict_oksana,2026-07-07,156800,intra
c5_agency_kadry,c5_fict_yerbol,2026-07-07,258600,intra
c5_agency_kadry,c5_legal_office_mgr_aliya,2026-07-10,110000,intra
c5_agency_kadry,c5_legal_cleaner_raisa,2026-07-10,60000,intra
c5_agency_kadry,c5_legal_driver_sergey,2026-07-10,130000,intra
c5_agency_kadry,c5_legal_hr_dana,2026-07-10,150000,intra
c5_agency_kadry,c5_legal_accountant_elmira,2026-07-10,200000,intra
c5_agency_kadry,c5_legal_recruiter_kanat,2026-07-10,140000,intra
c5_agency_kadry,c5_legal_security_valery,2026-07-10,90000,intra
c5_agency_kadry,c5_zak_arman,2026-07-10,68400,intra
c5_agency_kadry,c5_kur_bekzat,2026-07-10,37800,intra
c5_agency_kadry,c5_kur_zhandos,2026-07-10,57900,intra
c5_agency_kadry,c5_kur_beibit,2026-07-10,53900,intra
c5_agency_kadry,c5_kur_ilyas,2026-07-10,65300,intra
c5_agency_kadry,c5_kur_denis,2026-07-10,48200,intra
c5_agency_kadry,c5_fict_gulnar_pens,2026-07-10,187400,intra
c5_agency_kadry,c5_fict_asel,2026-07-10,176900,intra
c5_agency_kadry,c5_fict_kuanysh,2026-07-10,195600,intra
c5_agency_kadry,c5_fict_meruert,2026-07-10,168200,intra
c5_agency_kadry,c5_fict_lyazzat,2026-07-10,173500,intra
c5_agency_kadry,c5_zak_ruslan,2026-07-13,88200,intra
c5_agency_kadry,c5_kur_alibek,2026-07-13,59200,intra
c5_agency_kadry,c5_kur_nursultan,2026-07-13,73400,intra
c5_agency_kadry,c5_kur_maksat,2026-07-13,72950,intra
c5_agency_kadry,c5_kur_nurbol,2026-07-13,63100,intra
c5_agency_kadry,c5_kur_sultan,2026-07-13,96700,intra
c5_agency_kadry,c5_zak_zarina,2026-07-13,39800,intra
c5_agency_kadry,c5_kur_vadim,2026-07-13,101600,intra
c5_agency_kadry,c5_kur_novice_dima,2026-07-13,20000,intra
c5_agency_kadry,c5_legal_loader_ruslanbek,2026-07-13,85000,intra
c5_agency_kadry,c5_legal_loader_zhaksylyk,2026-07-13,85000,intra
c5_agency_kadry,c5_senior_marat,2026-07-13,412500,intra
c5_agency_kadry,c5_fict_rauan,2026-07-13,289500,intra
c5_agency_kadry,c5_fict_gaukhar,2026-07-13,204800,intra
c5_agency_kadry,c5_zak_miras,2026-07-14,76300,intra
c5_agency_kadry,c5_zak_kamila,2026-07-14,47300,intra
c5_agency_kadry,c5_kur_adil,2026-07-14,88100,intra
c5_agency_kadry,c5_kur_askar,2026-07-14,86300,intra
c5_agency_kadry,c5_kur_dinmukhamed,2026-07-14,57200,intra
c5_agency_kadry,c5_zak_aruzhan,2026-07-14,63500,intra
c5_agency_kadry,c5_kur_samat,2026-07-14,82300,intra
c5_agency_kadry,c5_fict_student_dana,2026-07-14,151800,intra
c5_agency_kadry,c5_zak_aidos,2026-07-17,105800,intra
c5_agency_kadry,c5_zak_arman,2026-07-17,74200,intra
c5_agency_kadry,c5_zak_madina,2026-07-17,69300,intra
c5_agency_kadry,c5_kur_zhandos,2026-07-17,62400,intra
c5_agency_kadry,c5_kur_timur,2026-07-17,69800,intra
c5_agency_kadry,c5_kur_alisher,2026-07-17,52300,intra
c5_agency_kadry,c5_zak_tomiris,2026-07-17,48700,intra
c5_agency_kadry,c5_kur_novice_aibek,2026-07-17,25000,intra
c5_agency_kadry,c5_fict_bakhyt,2026-07-17,219700,intra
c5_agency_kadry,c5_fict_serik,2026-07-17,241900,intra
c5_agency_kadry,c5_zak_dias,2026-07-20,93600,intra
c5_agency_kadry,c5_kur_sanzhar,2026-07-20,84650,intra
c5_agency_kadry,c5_kur_nursultan,2026-07-20,66900,intra
c5_agency_kadry,c5_kur_yerlan,2026-07-20,77400,intra
c5_agency_kadry,c5_kur_olzhas,2026-07-20,58600,intra
c5_agency_kadry,c5_kur_erasyl,2026-07-20,48300,intra
c5_agency_kadry,c5_zak_dilnaz,2026-07-20,70400,intra
c5_agency_kadry,c5_kur_kirill,2026-07-20,66300,intra
c5_agency_kadry,c5_kur_novice_zhasulan,2026-07-20,30000,intra
c5_agency_kadry,c5_fict_zhanar,2026-07-20,198500,intra
c5_agency_kadry,c5_fict_student_abylai,2026-07-20,138600,intra
c5_agency_kadry,c5_zak_ruslan,2026-07-21,51700,intra
c5_agency_kadry,c5_zak_temirlan,2026-07-21,62800,intra
c5_agency_kadry,c5_kur_bauyrzhan,2026-07-21,94500,intra
c5_agency_kadry,c5_kur_azamat,2026-07-21,55900,intra
c5_agency_kadry,c5_kur_vadim,2026-07-21,85300,intra
c5_agency_kadry,c5_kur_novice_ernur,2026-07-21,27500,intra
c5_agency_kadry,c5_fict_oksana,2026-07-21,172400,intra
c5_agency_kadry,c5_fict_yerbol,2026-07-21,233400,intra
c5_agency_kadry,c5_legal_office_mgr_aliya,2026-07-24,172650,intra
c5_agency_kadry,c5_legal_cleaner_raisa,2026-07-24,94180,intra
c5_agency_kadry,c5_legal_driver_sergey,2026-07-24,214870,intra
c5_agency_kadry,c5_legal_hr_dana,2026-07-24,248320,intra
c5_agency_kadry,c5_legal_recruiter_kanat,2026-07-24,186700,intra
c5_agency_kadry,c5_legal_loader_ruslanbek,2026-07-24,131560,intra
c5_agency_kadry,c5_legal_security_valery,2026-07-24,147210,intra
c5_agency_kadry,c5_zak_miras,2026-07-24,69900,intra
c5_agency_kadry,c5_kur_alibek,2026-07-24,66100,intra
c5_agency_kadry,c5_zak_kamila,2026-07-24,58850,intra
c5_agency_kadry,c5_kur_rinat,2026-07-24,51800,intra
c5_agency_kadry,c5_kur_askar,2026-07-24,94700,intra
c5_agency_kadry,c5_kur_sultan,2026-07-24,107500,intra
c5_agency_kadry,c5_kur_ilyas,2026-07-24,71900,intra
c5_agency_kadry,c5_kur_artem,2026-07-24,63800,intra
c5_agency_kadry,c5_kur_novice_bota,2026-07-24,32000,intra
c5_agency_kadry,c5_senior_marat,2026-07-24,356000,intra
c5_agency_kadry,c5_fict_gulnar_pens,2026-07-24,214600,intra
c5_agency_kadry,c5_fict_kuanysh,2026-07-24,208300,intra
c5_agency_kadry,c5_fict_meruert,2026-07-24,181900,intra
c5_agency_kadry,c5_legal_accountant_elmira,2026-07-27,318940,intra
c5_agency_kadry,c5_zak_arman,2026-07-27,121900,intra
c5_agency_kadry,c5_kur_bekzat,2026-07-27,41200,intra
c5_agency_kadry,c5_kur_adil,2026-07-27,53200,intra
c5_agency_kadry,c5_kur_maksat,2026-07-27,81400,intra
c5_agency_kadry,c5_kur_beibit,2026-07-27,67200,intra
c5_agency_kadry,c5_kur_dinmukhamed,2026-07-27,61400,intra
c5_agency_kadry,c5_zak_aruzhan,2026-07-27,59200,intra
c5_agency_kadry,c5_zak_zarina,2026-07-27,46300,intra
c5_agency_kadry,c5_kur_novice_dima,2026-07-27,35600,intra
c5_agency_kadry,c5_nominee_bolat,2026-07-27,70000,intra
c5_agency_kadry,c5_fict_asel,2026-07-27,231200,intra
c5_agency_kadry,c5_fict_lyazzat,2026-07-27,186700,intra
c5_agency_kadry,c5_fict_gaukhar,2026-07-27,197300,intra
c5_agency_kadry,c5_zak_ruslan,2026-07-28,97300,intra
c5_agency_kadry,c5_zak_madina,2026-07-28,88400,intra
c5_agency_kadry,c5_legal_loader_zhaksylyk,2026-07-28,127940,intra
c5_agency_kadry,c5_kur_zhandos,2026-07-28,79100,intra
c5_agency_kadry,c5_kur_nurbol,2026-07-28,71650,intra
c5_agency_kadry,c5_kur_erasyl,2026-07-28,63700,intra
c5_agency_kadry,c5_zak_tomiris,2026-07-28,52600,intra
c5_agency_kadry,c5_kur_denis,2026-07-28,55700,intra
c5_agency_kadry,c5_kur_novice_aibek,2026-07-28,38400,intra
c5_agency_kadry,c5_kur_novice_amir,2026-07-28,30000,intra
c5_agency_kadry,c5_fict_rauan,2026-07-28,301700,intra
c5_agency_kadry,c5_kur_samat,2026-07-29,76800,intra
c5_agency_kadry,c5_fict_student_dana,2026-07-29,147500,intra
c5_agency_kadry,c5_zak_aidos,2026-07-30,83150,intra
c5_agency_kadry,c5_kur_timur,2026-07-30,92300,intra
c5_agency_kadry,c5_kur_vadim,2026-07-30,97400,intra
c5_agency_kadry,c5_kur_novice_ernur,2026-07-30,41300,intra
c5_agency_kadry,c5_fict_bakhyt,2026-07-30,247800,intra
c5_agency_kadry,c5_kur_nursultan,2026-07-31,102300,intra
c5_agency_kadry,c5_kur_olzhas,2026-07-31,44700,intra
c5_agency_kadry,c5_kur_alisher,2026-07-31,49100,intra
c5_agency_kadry,c5_legal_recruiter_kanat,2026-07-31,45000,intra
c5_agency_kadry,c5_fict_serik,2026-07-31,218300,intra
c5_agency_kadry,c5_kur_join_ansar,2026-08-03,40000,intra
c5_agency_kadry,c5_zak_ruslan,2026-08-03,72600,intra
c5_agency_kadry,c5_kur_sultan,2026-08-03,104900,intra
c5_agency_kadry,c5_kur_askar,2026-08-03,88700,intra
c5_agency_kadry,c5_fict_zhanar,2026-08-03,216400,intra
c5_agency_kadry,c5_senior_marat,2026-08-04,390000,intra
c5_agency_kadry,c5_zak_madina,2026-08-04,71200,intra
c5_agency_kadry,c5_kur_zhandos,2026-08-04,68300,intra
c5_fict_gulnar_pens,c5_boss_wife_aigerim,2026-07-11,175000,intra
c5_fict_gulnar_pens,hub_pharmacy,2026-07-12,8400,intra
c5_fict_gulnar_pens,c5_boss_wife_aigerim,2026-07-25,200000,intra
c5_fict_zhanar,c5_boss_wife_aigerim,2026-06-30,195000,intra
c5_fict_zhanar,c5_boss_wife_aigerim,2026-07-07,230000,intra
c5_fict_zhanar,c5_boss_wife_aigerim,2026-07-21,185000,intra
c5_fict_asel,c5_boss_ermek,2026-07-11,165000,intra
c5_fict_asel,hub_grocery_2,2026-07-11,4900,intra
c5_fict_asel,c5_boss_ermek,2026-07-28,220000,intra
c5_fict_bakhyt,x_p2p_trader_2,2026-07-04,250000,intra
c5_fict_bakhyt,x_p2p_trader_2,2026-07-18,205000,intra
c5_fict_bakhyt,x_p2p_trader_2,2026-07-31,235000,intra
c5_fict_kuanysh,c5_boss_ermek,2026-07-12,184000,intra
c5_fict_kuanysh,c5_boss_ermek,2026-07-25,196500,intra
c5_fict_oksana,c5_boss_wife_aigerim,2026-07-08,148000,intra
c5_fict_oksana,hub_grocery_4,2026-07-09,6200,intra
c5_fict_oksana,c5_boss_wife_aigerim,2026-07-22,163000,intra
c5_fict_rauan,c5_boss_ermek,2026-07-14,275000,intra
c5_fict_rauan,c5_boss_ermek,2026-07-29,285000,intra
c5_fict_meruert,c5_boss_wife_aigerim,2026-07-11,160000,intra
c5_fict_meruert,c5_boss_wife_aigerim,2026-07-26,170000,intra
c5_fict_student_abylai,c5_boss_wife_aigerim,2026-07-07,130000,intra
c5_fict_student_abylai,hub_cafe_2,2026-07-08,4800,intra
c5_fict_student_abylai,c5_boss_wife_aigerim,2026-07-21,128000,intra
c5_fict_student_abylai,hub_cafe_2,2026-07-23,5600,intra
c5_fict_student_dana,c5_kassa_nurlan,2026-07-15,143000,intra
c5_fict_student_dana,c5_kassa_nurlan,2026-07-30,140000,intra
c5_fict_serik,x_p2p_trader_2,2026-07-04,215000,intra
c5_fict_serik,x_p2p_trader_2,2026-07-18,230000,intra
c5_fict_serik,x_p2p_trader_2,2026-08-01,205000,intra
c5_fict_lyazzat,c5_boss_wife_aigerim,2026-07-13,165000,intra
c5_fict_lyazzat,c5_boss_wife_aigerim,2026-07-28,177000,intra
c5_fict_gaukhar,c5_boss_ermek,2026-07-14,195000,intra
c5_fict_gaukhar,c5_boss_ermek,2026-07-28,186000,intra
c5_fict_yerbol,c5_boss_ermek,2026-07-08,245000,intra
c5_fict_yerbol,c5_boss_wife_aigerim,2026-07-22,220000,intra
c5_fict_yerbol,hub_taxi_park,2026-07-22,3400,intra
c5_boss_ermek,hub_gym,2026-07-02,45000,intra
c5_boss_ermek,hub_cafe_1,2026-07-04,38500,intra
c5_boss_ermek,c5_boss_wife_aigerim,2026-07-06,500000,intra
c5_boss_ermek,hub_wedding_hall,2026-07-09,450000,intra
c5_boss_ermek,hub_taxi_park,2026-07-11,3600,intra
c5_boss_ermek,c5_senior_marat,2026-07-15,150000,intra
c5_boss_ermek,c5_boss_wife_aigerim,2026-07-16,350000,intra
c5_boss_ermek,hub_car_dealer_used,2026-07-18,2850000,intra
c5_boss_ermek,x_p2p_trader_2,2026-07-20,800000,intra
c5_boss_ermek,ext_boss_brother_shymkent,2026-07-23,300000,inter
c5_boss_ermek,hub_cafe_1,2026-07-25,52700,intra
c5_boss_ermek,c5_agency_kadry,2026-07-27,600000,intra
c5_boss_ermek,c5_boss_wife_aigerim,2026-07-29,700000,intra
c5_boss_ermek,hub_wedding_hall,2026-08-07,900000,intra
c5_boss_wife_aigerim,hub_tutor_center,2026-07-03,96000,intra
c5_boss_wife_aigerim,hub_grocery_1,2026-07-05,23400,intra
c5_boss_wife_aigerim,hub_beauty_salon,2026-07-08,42000,intra
c5_boss_wife_aigerim,hub_furniture,2026-07-12,684000,intra
c5_boss_wife_aigerim,hub_grocery_1,2026-07-14,31750,intra
c5_boss_wife_aigerim,hub_pharmacy,2026-07-16,4300,intra
c5_boss_wife_aigerim,hub_pawnshop,2026-07-19,1150000,intra
c5_boss_wife_aigerim,hub_beauty_salon,2026-07-23,38500,intra
c5_boss_wife_aigerim,hub_grocery_1,2026-07-27,18900,intra
c5_boss_wife_aigerim,ext_kaspi_deposit_aigerim,2026-07-30,1500000,inter
c5_senior_marat,c5_zak_islam,2026-06-30,55000,intra
c5_senior_marat,c5_zak_ayan,2026-06-30,40000,intra
c5_senior_marat,hub_landlord_1,2026-07-02,180000,intra
c5_senior_marat,c5_zak_islam,2026-07-04,68000,intra
c5_senior_marat,c5_zak_ayan,2026-07-04,45000,intra
c5_senior_marat,c5_zak_yerzhan,2026-07-04,83000,intra
c5_senior_marat,c5_kur_nurlybek,2026-07-05,54000,intra
c5_senior_marat,c5_kur_daniyar,2026-07-06,61000,intra
c5_senior_marat,c5_kur_akhmet,2026-07-07,42000,intra
c5_senior_marat,c5_wife_marat,2026-07-08,120000,intra
c5_senior_marat,hub_grocery_2,2026-07-11,15200,intra
c5_senior_marat,c5_zak_islam,2026-07-14,72500,intra
c5_senior_marat,c5_zak_yerzhan,2026-07-14,76000,intra
c5_senior_marat,c5_zak_ayan,2026-07-15,52000,intra
c5_senior_marat,c5_kur_nurlybek,2026-07-16,49500,intra
c5_senior_marat,hub_auto_parts,2026-07-19,67400,intra
c5_senior_marat,c5_kur_daniyar,2026-07-20,57500,intra
c5_senior_marat,c5_kur_akhmet,2026-07-21,56000,intra
c5_senior_marat,c5_zak_islam,2026-07-25,59000,intra
c5_senior_marat,c5_zak_yerzhan,2026-07-25,91000,intra
c5_senior_marat,c5_zak_ayan,2026-07-26,48500,intra
c5_senior_marat,c5_wife_marat,2026-07-26,95000,intra
c5_senior_marat,c5_kur_nurlybek,2026-07-27,63000,intra
c5_senior_marat,hub_taxi_park,2026-07-29,4100,intra
c5_senior_marat,c5_zak_islam,2026-08-05,64000,intra
c5_wife_marat,hub_grocery_2,2026-07-10,12600,intra
c5_wife_marat,hub_furniture,2026-07-18,89000,intra
c5_wife_marat,hub_tutor_center,2026-07-27,45000,intra
c5_wife_marat,hub_beauty_salon,2026-07-29,15000,intra
c5_zak_ruslan,hub_landlord_4,2026-07-01,110000,intra
c5_zak_ruslan,c5_mom_ruslan,2026-07-04,30000,intra
c5_zak_ruslan,hub_taxi_park,2026-07-09,2300,intra
c5_zak_ruslan,hub_grocery_3,2026-07-14,8650,intra
c5_zak_ruslan,c5_agency_kadry,2026-07-15,20000,intra
c5_zak_ruslan,hub_taxi_park,2026-07-18,1800,intra
c5_zak_ruslan,c5_mom_ruslan,2026-07-22,25000,intra
c5_zak_ruslan,c5_sis_ruslan,2026-07-29,15000,intra
c5_zak_aidos,hub_cafe_2,2026-07-07,6300,intra
c5_zak_aidos,c5_kur_yerlan,2026-07-08,35000,intra
c5_zak_aidos,c5_gf_aidos,2026-07-11,25000,intra
c5_zak_aidos,hub_phone_shop,2026-07-18,74900,intra
c5_zak_aidos,c5_kur_yerlan,2026-07-19,20000,intra
c5_zak_aidos,c5_gf_aidos,2026-07-31,18000,intra
c5_zak_miras,hub_landlord_2,2026-07-02,95000,intra
c5_zak_miras,c5_kassa_nurlan,2026-07-04,38500,intra
c5_zak_miras,hub_grocery_4,2026-07-08,5900,intra
c5_zak_miras,c5_kassa_nurlan,2026-07-11,61200,intra
c5_zak_miras,ext_miras_mom_taraz,2026-07-16,30000,inter
c5_zak_miras,c5_kassa_nurlan,2026-07-19,27400,intra
c5_zak_miras,c5_kassa_nurlan,2026-07-27,44800,intra
c5_zak_dias,c5_mom_dias,2026-07-08,40000,intra
c5_zak_dias,hub_gym,2026-07-09,18000,intra
c5_zak_dias,c5_mom_dias,2026-07-21,35000,intra
c5_zak_dias,hub_grocery_1,2026-07-23,4700,intra
c5_zak_arman,hub_landlord_3,2026-07-01,125000,intra
c5_zak_arman,hub_auto_parts,2026-07-06,38700,intra
c5_zak_arman,c5_agency_kadry,2026-07-11,35000,intra
c5_zak_arman,hub_cafe_1,2026-07-18,9800,intra
c5_zak_arman,x_p2p_trader_1,2026-07-22,60000,intra
c5_zak_arman,c5_agency_kadry,2026-07-28,14500,intra
c5_zak_temirlan,c5_bro_temirlan,2026-07-07,20000,intra
c5_zak_temirlan,hub_taxi_park,2026-07-12,3100,intra
c5_zak_temirlan,c5_bro_temirlan,2026-07-22,25000,intra
c5_zak_temirlan,hub_grocery_3,2026-07-23,11200,intra
c5_kur_alibek,hub_landlord_1,2026-07-01,90000,intra
c5_kur_alibek,c5_wife_alibek,2026-07-04,30000,intra
c5_kur_alibek,c5_wife_alibek,2026-07-14,40000,intra
c5_kur_alibek,c5_wife_alibek,2026-07-25,45000,intra
c5_kur_sanzhar,c5_kassa_nurlan,2026-07-06,52000,intra
c5_kur_sanzhar,hub_bazaar_stall_3,2026-07-09,42000,intra
c5_kur_sanzhar,c5_kassa_nurlan,2026-07-16,33750,intra
c5_kur_sanzhar,c5_kur_olzhas,2026-07-22,15000,intra
c5_kur_sanzhar,c5_kassa_nurlan,2026-07-29,71300,intra
c5_kur_bekzat,hub_taxi_park,2026-07-11,2400,intra
c5_kur_bekzat,ext_bekzat_mom_kyzylorda,2026-07-12,20000,inter
c5_kur_bekzat,hub_grocery_2,2026-07-15,3850,intra
c5_kur_bekzat,c5_kur_olzhas,2026-07-20,4500,intra
c5_kur_bekzat,ext_bekzat_mom_kyzylorda,2026-07-28,25000,inter
c5_zak_madina,hub_landlord_4,2026-07-02,85000,intra
c5_zak_madina,c5_mom_madina,2026-07-07,30000,intra
c5_zak_madina,hub_beauty_salon,2026-07-19,12000,intra
c5_zak_madina,hub_pharmacy,2026-07-23,5650,intra
c5_zak_madina,c5_zak_kamila,2026-07-29,10000,intra
c5_zak_kamila,c5_friend_kamila,2026-07-08,12000,intra
c5_zak_kamila,hub_bazaar_stall_1,2026-07-15,18500,intra
c5_zak_kamila,hub_cafe_2,2026-07-25,7200,intra
c5_zak_kamila,c5_zak_madina,2026-08-03,10000,intra
c5_kur_nursultan,hub_landlord_1,2026-07-04,100000,intra
c5_kur_nursultan,c5_mom_nursultan,2026-07-05,50000,intra
c5_kur_nursultan,hub_taxi_park,2026-07-14,2600,intra
c5_kur_nursultan,c5_mom_nursultan,2026-07-21,40000,intra
c5_kur_nursultan,c5_agency_kadry,2026-07-22,30000,intra
