src,dst,date,amount,channel
ext_buyer_13,c6_seed_erbol,2026-07-09,40000,inter
ext_buyer_14,c6_seed_erbol,2026-07-09,16000,intra
c6_seed_erbol,c6_tr_erlan,2026-07-10,54000,intra
c6_seed_erbol,hub_cafe_1,2026-07-11,2350,intra
c6_seed_erbol,c6_cafe_dastarkhan,2026-07-11,9800,intra
c6_seed_erbol,ext_mama_erbol_halyk,2026-07-13,20000,inter
ext_buyer_15,c6_seed_erbol,2026-07-16,13500,intra
ext_buyer_16,c6_seed_erbol,2026-07-17,27000,intra
c6_seed_erbol,c6_tr_erlan,2026-07-17,39000,intra
c6_seed_erbol,hub_gym,2026-07-18,15000,intra
c6_seed_erbol,hub_grocery_4,2026-07-19,1840,intra
c6_seed_erbol,c6_erbol_bro_ansar,2026-07-21,4000,intra
ext_buyer_17,c6_seed_erbol,2026-07-27,19000,intra
c6_seed_erbol,c6_tr_erlan,2026-07-28,18500,intra
c6_seed_erbol,hub_grocery_4,2026-07-29,3300,intra
c6_seed_erbol,ext_mama_erbol_halyk,2026-06-14,15000,inter
c6_seed_timur,hub_landlord_4,2026-07-01,90000,intra
c6_seed_timur,c6_tr_ruslan,2026-07-03,47000,intra
c6_seed_timur,hub_grocery_2,2026-07-04,3780,intra
c6_seed_timur,c6_timur_mama,2026-07-05,30000,intra
c6_seed_timur,c6_brig_marat,2026-07-06,20000,intra
c6_seed_timur,c6_tr_ruslan,2026-07-10,62500,intra
c6_seed_timur,hub_cafe_2,2026-07-11,2400,intra
c6_seed_timur,c6_seed_askar,2026-07-12,15000,intra
c6_seed_timur,hub_phone_shop,2026-07-14,24990,intra
c6_seed_timur,c6_tr_ruslan,2026-07-17,38000,intra
c6_seed_timur,hub_grocery_2,2026-07-18,4150,intra
c6_seed_timur,ext_beeline,2026-07-19,3500,inter
c6_seed_timur,c6_tr_ruslan,2026-07-24,71000,intra
c6_seed_timur,c6_cafe_dastarkhan,2026-07-25,6300,intra
c6_seed_timur,c6_timur_mama,2026-07-26,20000,intra
c6_seed_timur,hub_grocery_2,2026-07-28,2260,intra
c6_seed_timur,c6_tr_ruslan,2026-07-31,44500,intra
c6_seed_timur,c6_tr_ruslan,2026-06-26,39000,intra
c6_seed_timur,c6_tr_ruslan,2026-08-07,52000,intra
c6_seed_timur,hub_landlord_4,2026-08-01,90000,intra
c6_seed_timur,hub_landlord_4,2026-06-01,90000,intra
c6_seed_nurlan,hub_gym,2026-07-01,18000,intra
c6_seed_nurlan,hub_landlord_4,2026-07-02,75000,intra
c6_seed_nurlan,c6_tr_ruslan,2026-07-07,28000,intra
c6_seed_nurlan,c6_cr_beka,2026-07-08,6000,intra
c6_seed_nurlan,c6_nurlan_girl_aida,2026-07-09,15000,intra
c6_seed_nurlan,hub_auto_parts,2026-07-10,12400,intra
c6_seed_nurlan,hub_cafe_1,2026-07-11,2700,intra
c6_seed_nurlan,hub_grocery_3,2026-07-12,1950,intra
c6_seed_nurlan,ext_glovo_fee,2026-07-15,2500,inter
c6_seed_nurlan,c6_tr_ruslan,2026-07-21,33000,intra
c6_seed_nurlan,c6_nurlan_girl_aida,2026-07-22,8000,intra
c6_seed_nurlan,c6_cr_beka,2026-07-23,4500,intra
c6_seed_nurlan,hub_phone_shop,2026-07-25,7990,intra
c6_seed_nurlan,hub_grocery_3,2026-07-27,4600,intra
c6_seed_nurlan,c6_cr_beka,2026-07-29,10000,intra
c6_seed_nurlan,c6_nurlan_girl_aida,2026-06-20,10000,intra
ext_glovo_payout,c6_seed_nurlan,2026-07-06,38400,inter
ext_glovo_payout,c6_seed_nurlan,2026-07-20,41250,inter
c6_seed_bakyt,hub_taxi_park,2026-06-24,63000,intra
c6_seed_bakyt,hub_taxi_park,2026-07-01,63000,intra
c6_seed_bakyt,ext_fuel_helios,2026-07-02,9800,inter
c6_seed_bakyt,c6_bakyt_wife_ainur,2026-07-03,40000,intra
ext_pax_01,c6_seed_bakyt,2026-07-04,2400,intra
c6_seed_bakyt,ext_kazakhtelecom,2026-07-05,4990,inter
c6_seed_bakyt,c6_bakyt_friend_nurzhan,2026-07-06,50000,intra
c6_seed_bakyt,hub_taxi_park,2026-07-08,63000,intra
c6_seed_bakyt,c6_seed_arman,2026-07-09,80000,intra
c6_seed_bakyt,c6_bakyt_wife_ainur,2026-07-10,35000,intra
c6_seed_bakyt,ext_fuel_helios,2026-07-11,11200,inter
c6_seed_bakyt,c6_bakyt_mama,2026-07-12,25000,intra
c6_seed_bakyt,hub_cafe_2,2026-07-13,2200,intra
c6_seed_bakyt,hub_auto_parts,2026-07-14,18700,intra
c6_seed_bakyt,hub_taxi_park,2026-07-15,63000,intra
ext_pax_02,c6_seed_bakyt,2026-07-16,3100,intra
c6_seed_bakyt,c6_bakyt_wife_ainur,2026-07-17,52000,intra
c6_seed_bakyt,hub_cafe_2,2026-07-19,1800,intra
c6_seed_bakyt,c6_cafe_dastarkhan,2026-07-19,11500,intra
c6_seed_bakyt,ext_fuel_helios,2026-07-20,10400,inter
c6_seed_bakyt,hub_pharmacy,2026-07-21,3650,intra
c6_seed_bakyt,hub_taxi_park,2026-07-22,63000,intra
c6_seed_bakyt,c6_bakyt_wife_ainur,2026-07-24,30000,intra
c6_seed_bakyt,hub_taxi_park,2026-07-29,63000,intra
c6_seed_bakyt,c6_bakyt_wife_ainur,2026-07-31,45000,intra
c6_seed_bakyt,hub_taxi_park,2026-08-05,63000,intra
c6_seed_arman,hub_taxi_park,2026-06-23,58000,intra
c6_seed_arman,ext_wife_arman_halyk,2026-06-28,30000,inter
c6_seed_arman,hub_grocery_4,2026-07-11,2150,intra
c6_seed_arman,ext_fuel_helios,2026-07-14,8000,inter
c6_seed_arman,hub_cafe_2,2026-07-22,1450,intra
c6_seed_arman,hub_taxi_park,2026-08-03,58000,intra
c6_seed_arman,c6_seed_bakyt,2026-08-15,80000,intra
c6_seed_zhanna,hub_beauty_salon,2026-06-27,9000,intra
c6_seed_zhanna,hub_pharmacy,2026-07-02,2300,intra
c6_seed_zhanna,ext_halyk_zhanna_own,2026-07-05,120000,inter
c6_seed_zhanna,hub_grocery_1,2026-07-09,4700,intra
c6_seed_zhanna,c6_fam_zhanar,2026-07-11,3000,intra
c6_seed_zhanna,hub_cafe_1,2026-07-15,1650,intra
c6_seed_zhanna,ext_halyk_zhanna_own,2026-07-20,85000,inter
c6_seed_zhanna,c6_fam_ajee,2026-07-26,4000,intra
c6_seed_zhanna,ext_halyk_zhanna_own,2026-08-05,110000,inter
ext_buyer_21,c6_seed_kamila,2026-07-03,14000,intra
ext_buyer_22,c6_seed_kamila,2026-07-03,22000,intra
c6_seed_kamila,ext_halyk_drop_card_k,2026-07-03,35500,inter
ext_buyer_23,c6_seed_kamila,2026-07-12,18500,intra
c6_seed_kamila,ext_halyk_drop_card_k,2026-07-13,18000,inter
c6_seed_kamila,hub_bazaar_stall_1,2026-07-14,3200,intra
ext_buyer_24,c6_seed_kamila,2026-07-19,27000,intra
ext_buyer_25,c6_seed_kamila,2026-07-19,9500,intra
c6_seed_kamila,ext_halyk_drop_card_k,2026-07-20,36000,inter
c6_seed_kamila,hub_grocery_3,2026-07-21,2780,intra
c6_seed_kamila,ext_mobile_topup,2026-07-22,2000,inter
c6_seed_kamila,hub_bazaar_stall_1,2026-07-29,4500,intra
ext_mama_madina_forte,c6_seed_madina,2026-07-01,80000,inter
c6_seed_madina,c6_room_tomiris,2026-07-02,67500,intra
c6_seed_madina,hub_tutor_center,2026-07-06,35000,intra
c6_seed_madina,hub_grocery_1,2026-07-07,2640,intra
c6_seed_madina,c6_dana_friend_saya,2026-07-08,5000,intra
c6_seed_madina,c6_seed_dana,2026-07-09,2500,intra
c6_seed_madina,hub_grocery_1,2026-07-15,3910,intra
c6_seed_madina,hub_beauty_salon,2026-07-17,12000,intra
c6_seed_madina,c6_cafe_dastarkhan,2026-07-18,46800,intra
ext_mama_madina_forte,c6_seed_madina,2026-07-20,30000,inter
c6_seed_madina,hub_pharmacy,2026-07-22,1750,intra
c6_seed_madina,hub_cafe_1,2026-07-27,2200,intra
c6_seed_madina,c6_room_tomiris,2026-07-30,8200,intra
c6_seed_madina,c6_room_tomiris,2026-08-01,67500,intra
c6_seed_madina,hub_tutor_center,2026-08-03,35000,intra
c6_seed_gulnara,hub_landlord_1,2026-07-01,110000,intra
c6_seed_gulnara,c6_fam_aigul,2026-07-02,30000,intra
c6_seed_gulnara,ext_mobile_topup,2026-07-03,2000,inter
c6_seed_gulnara,c6_fam_ajee,2026-07-05,10000,intra
c6_seed_gulnara,c6_gul_colleague_zarina,2026-07-06,40000,intra
c6_seed_gulnara,c6_fam_zhanar,2026-07-08,25000,intra
c6_seed_gulnara,c6_seed_aliya,2026-07-10,15000,intra
c6_seed_gulnara,c6_cafe_dastarkhan,2026-07-12,8700,intra
c6_seed_gulnara,hub_grocery_2,2026-07-14,2300,intra
c6_seed_gulnara,hub_pharmacy,2026-07-16,4100,intra
c6_seed_gulnara,hub_bazaar_stall_1,2026-07-21,22000,intra
c6_seed_gulnara,hub_beauty_salon,2026-07-23,18000,intra
c6_seed_gulnara,c6_seed_aliya,2026-07-27,6000,intra
c6_seed_gulnara,hub_landlord_1,2026-08-01,110000,intra
c6_seed_gulnara,hub_landlord_1,2026-06-01,110000,intra
c6_seed_aliya,hub_landlord_3,2026-07-03,95000,intra
c6_seed_aliya,c6_fam_aigul,2026-07-04,20000,intra
c6_seed_aliya,c6_fam_zhanar,2026-07-09,20000,intra
c6_seed_aliya,hub_pharmacy,2026-07-11,2890,intra
c6_seed_aliya,hub_grocery_2,2026-07-13,4460,intra
c6_seed_aliya,c6_fam_togzhan,2026-07-14,10000,intra
c6_seed_aliya,c6_seed_gulnara,2026-07-15,12000,intra
c6_seed_aliya,c6_fam_ajee,2026-07-19,7000,intra
c6_seed_aliya,c6_cafe_dastarkhan,2026-07-20,7200,intra
c6_seed_aliya,ext_kaspi_shop_wb,2026-07-22,15490,inter
c6_seed_aliya,hub_beauty_salon,2026-07-24,8500,intra
c6_seed_aliya,hub_grocery_2,2026-07-29,2150,intra
c6_seed_aliya,hub_landlord_3,2026-08-03,95000,intra
ext_employer_magnum,c6_seed_aliya,2026-07-10,98500,inter
ext_employer_magnum,c6_seed_aliya,2026-07-25,104300,inter
c6_seed_daulet,hub_gym,2026-07-02,12000,intra
c6_seed_daulet,c6_fam_nurbol,2026-07-05,25000,intra
c6_seed_daulet,c6_brig_marat,2026-07-07,30000,intra
c6_seed_daulet,c6_fam_dias,2026-07-11,10000,intra
c6_seed_daulet,c6_fam_zhanar,2026-07-12,15000,intra
c6_seed_daulet,hub_cafe_2,2026-07-13,2100,intra
c6_seed_daulet,hub_grocery_4,2026-07-16,3350,intra
c6_seed_daulet,c6_fam_asel,2026-07-18,8000,intra
c6_seed_daulet,ext_mobile_topup,2026-07-20,1500,inter
c6_seed_daulet,c6_cafe_dastarkhan,2026-07-24,5400,intra
c6_seed_daulet,hub_phone_shop,2026-07-26,6500,intra
c6_seed_daulet,c6_fam_nurbol,2026-07-26,20000,intra
c6_seed_askar,hub_grocery_4,2026-07-05,2900,intra
c6_seed_askar,hub_cafe_2,2026-07-12,1600,intra
c6_seed_askar,ext_halyk_askar,2026-07-19,45000,inter
c6_seed_askar,hub_pharmacy,2026-07-23,3300,intra
c6_seed_askar,c6_seed_timur,2026-07-28,4000,intra
c6_seed_askar,c6_seed_timur,2026-08-10,11000,intra
c6_seed_askar,hub_grocery_4,2026-06-18,4100,intra
c6_seed_sanzhar,hub_taxi_park,2026-07-02,60000,intra
c6_seed_sanzhar,ext_fuel_sinooil,2026-07-04,9000,inter
c6_seed_sanzhar,c6_sanzhar_mama,2026-07-06,25000,intra
c6_seed_sanzhar,c6_seed_bakyt,2026-07-08,3000,intra
c6_seed_sanzhar,hub_taxi_park,2026-07-09,60000,intra
c6_seed_sanzhar,hub_cafe_1,2026-07-10,2450,intra
c6_seed_sanzhar,c6_cr_bekzat,2026-07-14,35000,intra
c6_seed_sanzhar,c6_cafe_dastarkhan,2026-07-15,7900,intra
c6_seed_sanzhar,hub_taxi_park,2026-07-16,60000,intra
c6_seed_sanzhar,ext_fuel_sinooil,2026-07-18,10500,inter
c6_seed_sanzhar,hub_auto_parts,2026-07-21,6800,intra
c6_seed_sanzhar,hub_taxi_park,2026-07-23,55000,intra
c6_seed_sanzhar,hub_grocery_3,2026-07-25,4380,intra
c6_seed_sanzhar,c6_sanzhar_mama,2026-07-27,15000,intra
c6_seed_sanzhar,hub_taxi_park,2026-07-30,60000,intra
c6_tr_ruslan,c6_cr_bekzat,2026-06-27,37000,intra
c6_tr_ruslan,hub_landlord_4,2026-07-02,85000,intra
c6_tr_ruslan,c6_cr_bekzat,2026-07-03,44000,intra
c6_tr_ruslan,hub_gym,2026-07-05,15000,intra
c6_tr_ruslan,c6_cr_bekzat,2026-07-08,27000,intra
c6_tr_ruslan,hub_grocery_2,2026-07-09,3900,intra
c6_tr_ruslan,c6_cr_bekzat,2026-07-11,60000,intra
c6_tr_ruslan,c6_ruslan_mama,2026-07-12,30000,intra
c6_tr_ruslan,hub_cafe_1,2026-07-15,2800,intra
c6_tr_ruslan,c6_cr_bekzat,2026-07-17,36000,intra
c6_tr_ruslan,hub_phone_shop,2026-07-20,15990,intra
c6_tr_ruslan,c6_cr_bekzat,2026-07-22,31500,intra
c6_tr_ruslan,c6_cr_bekzat,2026-07-25,66000,intra
c6_tr_ruslan,hub_grocery_2,2026-07-29,4250,intra
c6_tr_ruslan,c6_cr_bekzat,2026-08-01,42000,intra
c6_tr_ruslan,hub_landlord_4,2026-08-02,85000,intra
c6_tr_ruslan,c6_cr_bekzat,2026-08-08,50000,intra
c6_ruslan_mama,hub_pharmacy,2026-07-14,3600,intra
c6_ruslan_mama,hub_grocery_2,2026-07-16,4900,intra
c6_cr_bekzat,hub_landlord_3,2026-07-01,160000,intra
ext_runner_01,c6_cr_bekzat,2026-07-04,48000,inter
c6_cr_bekzat,c6_cr_kurator,2026-07-05,90000,intra
ext_runner_02,c6_cr_bekzat,2026-07-06,36500,intra
ext_runner_05,c6_cr_bekzat,2026-07-08,45000,intra
c6_cr_bekzat,x_p2p_trader_1,2026-07-09,95000,intra
ext_runner_01,c6_cr_bekzat,2026-07-12,52000,inter
c6_cr_bekzat,c6_cr_kurator,2026-07-13,120000,intra
ext_runner_03,c6_cr_bekzat,2026-07-15,29000,intra
c6_cr_bekzat,hub_cafe_2,2026-07-16,4800,intra
c6_cr_bekzat,x_p2p_trader_1,2026-07-18,70000,intra
ext_runner_02,c6_cr_bekzat,2026-07-19,41000,intra
c6_cr_bekzat,hub_auto_parts,2026-07-20,27000,intra
ext_runner_04,c6_cr_bekzat,2026-07-22,33500,inter
c6_cr_bekzat,c6_cr_kurator,2026-07-23,85000,intra
ext_runner_03,c6_cr_bekzat,2026-07-26,27000,intra
c6_cr_bekzat,c6_cr_kurator,2026-07-27,110000,intra
ext_runner_04,c6_cr_bekzat,2026-07-29,38000,inter
c6_cr_bekzat,ext_halyk_bekzat,2026-07-30,40000,inter
c6_cr_bekzat,hub_grocery_3,2026-07-31,3650,intra
c6_cr_bekzat,c6_cr_kurator,2026-08-03,95000,intra
c6_cr_bekzat,hub_landlord_3,2026-08-01,160000,intra
c6_cr_bekzat,c6_cr_kurator,2026-06-29,70000,intra
ext_client_beka,c6_cr_beka,2026-07-10,15000,intra
c6_cr_beka,hub_grocery_3,2026-07-09,2600,intra
c6_cr_beka,c6_cr_bekzat,2026-07-11,22000,intra
c6_cr_beka,hub_phone_shop,2026-07-16,5990,intra
c6_cr_beka,c6_cr_bekzat,2026-07-24,18500,intra
c6_cr_beka,c6_seed_nurlan,2026-07-30,5000,intra
c6_cr_beka,hub_cafe_1,2026-07-31,1900,intra
c6_tr_erlan,hub_landlord_3,2026-07-02,110000,intra
c6_tr_erlan,x_p2p_trader_2,2026-07-03,32000,intra
c6_tr_erlan,hub_gym,2026-07-04,15000,intra
c6_tr_erlan,x_p2p_trader_2,2026-07-06,58000,intra
ext_drop_card_05,c6_tr_erlan,2026-07-08,44000,inter
c6_tr_erlan,x_p2p_trader_2,2026-07-08,43000,intra
c6_tr_erlan,x_p2p_trader_2,2026-07-11,52500,intra
c6_tr_erlan,c6_erlan_girl_diana,2026-07-12,20000,intra
c6_tr_erlan,x_p2p_trader_2,2026-07-14,50000,intra
c6_tr_erlan,hub_cafe_1,2026-07-16,3100,intra
c6_tr_erlan,x_p2p_trader_2,2026-07-18,37000,intra
ext_drop_card_06,c6_tr_erlan,2026-07-21,29500,intra
c6_tr_erlan,x_p2p_trader_2,2026-07-21,28000,intra
c6_tr_erlan,c6_cr_kurator,2026-07-23,35000,intra
c6_tr_erlan,c6_erlan_girl_diana,2026-07-25,7000,intra
c6_tr_erlan,x_p2p_trader_2,2026-07-29,17500,intra
c6_tr_erlan,hub_landlord_3,2026-08-02,110000,intra
c6_tr_erlan,x_p2p_trader_2,2026-08-03,27000,intra
c6_erlan_girl_diana,hub_beauty_salon,2026-07-13,18000,intra
c6_erlan_girl_diana,c6_tr_erlan,2026-07-28,5000,intra
c6_erlan_girl_diana,hub_cafe_2,2026-07-19,2300,intra
c6_cr_kurator,hub_phone_shop,2026-07-03,89990,intra
c6_cr_kurator,c6_cr_boss_wallet,2026-07-07,80000,intra
c6_cr_kurator,x_p2p_trader_1,2026-07-14,50000,intra
c6_cr_kurator,c6_tr_erlan,2026-07-15,60000,intra
c6_cr_kurator,c6_cr_boss_wallet,2026-07-16,100000,intra
c6_cr_kurator,hub_cafe_2,2026-07-19,3700,intra
c6_cr_kurator,c6_cr_bekzat,2026-07-20,40000,intra
c6_cr_kurator,c6_cr_boss_wallet,2026-07-25,120000,intra
c6_cr_kurator,c6_tr_ruslan,2026-07-28,70000,intra
c6_cr_kurator,c6_cr_beka,2026-07-29,25000,intra
c6_cr_kurator,x_p2p_trader_1,2026-07-30,45000,intra
c6_cr_kurator,c6_cr_boss_wallet,2026-06-15,150000,intra
c6_cr_kurator,c6_cr_boss_wallet,2026-06-29,130000,intra
c6_cr_kurator,c6_cr_boss_wallet,2026-08-06,110000,intra
c6_cr_boss_wallet,c6_cr_boss_sister,2026-07-18,50000,intra
c6_cr_boss_wallet,hub_furniture,2026-07-21,185000,intra
c6_cr_boss_wallet,hub_car_dealer_used,2026-07-30,400000,intra
c6_cr_boss_wallet,hub_pharmacy,2026-07-10,4700,intra
c6_cr_boss_wallet,hub_car_dealer_used,2026-08-11,2350000,intra
c6_cr_boss_sister,hub_grocery_1,2026-07-19,4400,intra
c6_cr_boss_sister,hub_tutor_center,2026-07-22,30000,intra
c6_room_tomiris,hub_landlord_1,2026-06-02,200000,intra
c6_room_tomiris,hub_landlord_1,2026-07-02,200000,intra
c6_room_tomiris,hub_grocery_1,2026-07-06,3300,intra
c6_room_tomiris,hub_cafe_1,2026-07-19,2150,intra
c6_room_tomiris,ext_astanaenergo,2026-07-31,24600,inter
c6_room_tomiris,hub_landlord_1,2026-08-02,200000,intra
c6_dana_friend_saya,hub_beauty_salon,2026-07-10,12000,intra
c6_dana_friend_saya,hub_cafe_1,2026-07-14,2600,intra
c6_bakyt_wife_ainur,hub_grocery_4,2026-07-04,4600,intra
c6_bakyt_wife_ainur,hub_tutor_center,2026-07-06,25000,intra
c6_bakyt_wife_ainur,hub_grocery_4,2026-07-11,3900,intra
c6_bakyt_wife_ainur,hub_pharmacy,2026-07-15,2300,intra
c6_bakyt_wife_ainur,hub_grocery_4,2026-07-18,4200,intra
c6_bakyt_wife_ainur,c6_bakyt_mama,2026-07-20,15000,intra
c6_bakyt_wife_ainur,hub_bazaar_stall_1,2026-07-25,17500,intra
c6_bakyt_wife_ainur,c6_ainur_sister_gulmira,2026-07-27,20000,intra
c6_bakyt_wife_ainur,hub_grocery_4,2026-07-30,4750,intra
c6_ainur_sister_gulmira,hub_grocery_4,2026-07-28,3100,intra
c6_ainur_sister_gulmira,c6_bakyt_wife_ainur,2026-08-09,20000,intra
c6_bakyt_mama,hub_pharmacy,2026-07-13,3900,intra
c6_bakyt_mama,hub_pharmacy,2026-07-24,2750,intra
c6_bakyt_friend_nurzhan,hub_auto_parts,2026-07-07,50000,intra
c6_bakyt_friend_nurzhan,c6_seed_bakyt,2026-07-20,30000,intra
c6_bakyt_friend_nurzhan,hub_grocery_3,2026-07-21,2400,intra
c6_bakyt_friend_nurzhan,c6_seed_bakyt,2026-08-04,20000,intra
c6_sanzhar_mama,hub_pharmacy,2026-07-08,4500,intra
c6_sanzhar_mama,hub_grocery_3,2026-07-28,3100,intra
c6_timur_mama,hub_grocery_2,2026-07-06,4400,intra
c6_timur_mama,ext_kazakhtelecom,2026-07-09,2990,inter
c6_timur_mama,c6_timur_sister_malika,2026-07-27,15000,intra
c6_timur_sister_malika,hub_beauty_salon,2026-07-29,6000,intra
c6_nurlan_girl_aida,hub_beauty_salon,2026-07-11,11000,intra
c6_nurlan_girl_aida,hub_cafe_1,2026-07-23,2500,intra
c6_nurlan_girl_aida,c6_seed_nurlan,2026-07-26,7000,intra
c6_gul_colleague_zarina,hub_grocery_2,2026-07-08,3700,intra
c6_gul_colleague_zarina,c6_seed_gulnara,2026-07-25,40000,intra
c6_erbol_bro_ansar,hub_cafe_1,2026-07-06,1900,intra
c6_erbol_bro_ansar,ext_steam_store,2026-07-22,6000,inter
c6_fam_zhanar,hub_wedding_hall,2026-06-20,500000,intra
c6_fam_kanat,c6_fam_aigul,2026-07-01,150000,intra
c6_fam_erzhan,c6_seed_dana,2026-07-01,50000,intra
c6_fam_nurbol,c6_fam_erzhan,2026-07-02,150000,intra
c6_fam_erzhan,c6_fam_saltanat,2026-07-02,80000,intra
c6_fam_erzhan,c6_fam_ajee,2026-07-03,40000,intra
c6_fam_nurbol,c6_fam_ajee,2026-07-03,40000,intra
c6_fam_zhanar,c6_fam_bolat,2026-07-03,20000,intra
c6_fam_zhanar,c6_fam_ajee,2026-07-04,30000,intra
c6_fam_aigul,c6_fam_ajee,2026-07-05,30000,intra
c6_fam_bolat,c6_fam_zhanar,2026-07-05,300000,intra
ext_gcvp_pension,c6_fam_ajee,2026-07-05,98450,inter
c6_fam_aigul,c6_fam_zhanar,2026-07-06,50000,intra
c6_fam_nurbol,c6_fam_zhanar,2026-07-06,100000,intra
c6_fam_erzhan,c6_fam_zhanar,2026-07-07,100000,intra
c6_fam_miras,c6_fam_zhanar,2026-07-08,150000,intra
c6_fam_ajee,hub_pharmacy,2026-07-08,3800,intra
c6_fam_gaukhar,c6_fam_asel,2026-07-08,10000,intra
c6_fam_nurbol,c6_fam_gaukhar,2026-07-09,40000,intra
c6_fam_aigul,c6_fam_klara,2026-07-09,15000,intra
c6_fam_raushan,c6_fam_zhanar,2026-07-09,50000,inter
c6_fam_kanat,c6_fam_zhanar,2026-07-10,30000,intra
c6_fam_nursultan,c6_fam_ajee,2026-07-10,10000,intra
c6_fam_miras,c6_fam_aruzhan,2026-07-10,70000,intra
ext_zhanar_colleague_1,c6_fam_zhanar,2026-07-10,10000,intra
c6_fam_saltanat,c6_fam_zhanar,2026-07-11,20000,intra
c6_fam_miras,c6_cafe_dastarkhan,2026-07-11,38500,intra
c6_fam_nurbol,c6_fam_kairat,2026-07-11,50000,intra
c6_fam_klara,c6_fam_zhanar,2026-07-12,30000,intra
c6_fam_zhanar,c6_fam_kuda_zhomart,2026-07-12,500000,intra
c6_fam_gaukhar,c6_fam_zhanar,2026-07-13,15000,intra
c6_fam_erzhan,c6_fam_alibek,2026-07-13,15000,intra
ext_zhanar_colleague_2,c6_fam_zhanar,2026-07-13,10000,intra
c6_fam_ajee,hub_grocery_1,2026-07-14,2950,intra
c6_fam_asel,c6_fam_zhanar,2026-07-14,10000,intra
c6_fam_kuda_zhomart,c6_fam_aruzhan,2026-07-14,150000,intra
c6_fam_aigul,c6_fam_kanat,2026-07-15,12000,intra
c6_fam_nursultan,c6_fam_zhanar,2026-07-15,20000,intra
c6_fam_zhanar,hub_bazaar_stall_1,2026-07-15,68000,intra
c6_fam_kairat,c6_fam_zhanar,2026-07-16,40000,intra
c6_fam_togzhan,c6_fam_zhanar,2026-07-16,7000,intra
c6_fam_dias,c6_fam_zhanar,2026-07-17,10000,intra
c6_fam_bolat,c6_fam_zhanar,2026-07-17,1200000,intra
c6_fam_aigul,hub_bazaar_stall_2,2026-07-17,14000,intra
c6_fam_alibek,c6_fam_zhanar,2026-07-18,15000,intra
c6_fam_nursultan,c6_fam_saltanat,2026-07-18,25000,intra
c6_fam_nursultan,c6_cafe_dastarkhan,2026-07-18,17400,intra
c6_fam_kuda_zhomart,hub_wedding_hall,2026-07-18,650000,intra
c6_fam_zhanar,hub_furniture,2026-07-19,240000,intra
c6_fam_nurbol,c6_seed_daulet,2026-07-19,15000,intra
c6_fam_zhanar,hub_wedding_hall,2026-07-20,1180000,intra
c6_fam_kairat,c6_fam_ajee,2026-07-20,15000,intra
c6_fam_nursultan,c6_fam_erzhan,2026-07-20,30000,intra
c6_fam_zhanar,c6_toi_tamada_bauyrzhan,2026-07-21,120000,intra
c6_fam_erzhan,hub_auto_parts,2026-07-21,48000,intra
c6_fam_zhanar,c6_toi_photo_akbota,2026-07-22,90000,intra
c6_fam_klara,c6_fam_ajee,2026-07-22,10000,intra
c6_fam_asel,c6_seed_daulet,2026-07-22,8000,intra
c6_fam_saltanat,hub_bazaar_stall_1,2026-07-22,26000,intra
c6_fam_zhanar,hub_grocery_3,2026-07-23,4800,intra
