src,dst,date,amount,channel
ext_drop_otherbank_2,c2_serik_coord,2026-07-21,910000,inter
ext_drop_otherbank_1,c2_serik_coord,2026-07-26,687000,inter
ext_drop_otherbank_3,c2_serik_coord,2026-07-31,455000,inter
ext_drop_otherbank_4,c2_serik_coord,2026-07-05,590000,inter
ext_drop_otherbank_2,c2_serik_coord,2026-07-15,764500,inter
ext_atm_cashin,c2_serik_coord,2026-07-10,1200000,inter
ext_atm_cashin,c2_serik_coord,2026-07-24,950000,inter
ext_drop_otherbank_5,c2_serik_coord,2026-07-28,831200,inter
ext_drop_otherbank_1,c2_serik_coord,2026-06-22,720000,inter
ext_drop_otherbank_2,c2_serik_coord,2026-06-26,905000,inter
ext_atm_cashin,c2_serik_coord,2026-06-18,1500000,inter
ext_employer_logistics,c2_kanat_brother,2026-07-05,286400,inter
ext_employer_logistics,c2_kanat_brother,2026-06-05,286400,inter
c2_serik_coord,c2_roza_mother,2026-06-20,600000,intra
c2_serik_coord,c2_aigul_wife,2026-06-15,350000,intra
ext_drop_otherbank_3,c2_kanat_brother,2026-07-06,380000,inter
ext_drop_otherbank_4,c2_kanat_brother,2026-07-16,512000,inter
ext_drop_otherbank_4,c2_kanat_brother,2026-07-27,436500,inter
c2_kanat_brother,c2_serik_coord,2026-06-29,95000,intra
c2_kanat_brother,c2_serik_coord,2026-07-06,110000,intra
c2_kanat_brother,c2_serik_coord,2026-07-07,300000,intra
c2_kanat_brother,c2_serik_coord,2026-07-13,94300,intra
c2_kanat_brother,c2_serik_coord,2026-07-17,350000,intra
c2_kanat_brother,c2_serik_coord,2026-07-23,118600,intra
c2_kanat_brother,c2_serik_coord,2026-07-28,330000,intra
c2_kanat_brother,c2_serik_coord,2026-07-29,63850,intra
c2_kanat_brother,x_wholesaler,2026-07-10,384500,intra
c2_serik_coord,x_wholesaler,2026-06-28,1200000,intra
c2_serik_coord,x_wholesaler,2026-07-04,1450000,intra
c2_serik_coord,x_wholesaler,2026-07-15,1720000,intra
c2_serik_coord,x_wholesaler,2026-07-27,1385000,intra
c2_serik_coord,x_wholesaler,2026-08-03,1500000,intra
c2_serik_coord,x_p2p_trader_1,2026-07-09,598400,intra
c2_serik_coord,x_p2p_trader_1,2026-07-23,452000,intra
c2_serik_coord,c2_kur_daulet,2026-07-05,61750,intra
c2_serik_coord,c2_kur_daulet,2026-07-12,71250,intra
c2_serik_coord,c2_kur_daulet,2026-07-20,57500,intra
c2_serik_coord,c2_kur_daulet,2026-07-28,66500,intra
c2_serik_coord,c2_kur_nurzhan,2026-07-05,55250,intra
c2_serik_coord,c2_kur_nurzhan,2026-07-13,48500,intra
c2_serik_coord,c2_kur_nurzhan,2026-07-21,59850,intra
c2_serik_coord,c2_kur_nurzhan,2026-07-29,52250,intra
c2_serik_coord,c2_kur_arman,2026-07-06,44500,intra
c2_serik_coord,c2_kur_arman,2026-07-14,38750,intra
c2_serik_coord,c2_kur_arman,2026-07-24,51500,intra
c2_serik_coord,c2_kur_ernar,2026-07-07,31500,intra
c2_serik_coord,c2_kur_ernar,2026-07-19,40750,intra
c2_serik_coord,c2_kur_ernar,2026-07-30,28500,intra
c2_serik_coord,c2_kur_miras,2026-07-06,47250,intra
c2_serik_coord,c2_kur_miras,2026-07-15,52500,intra
c2_serik_coord,c2_kur_miras,2026-07-26,38500,intra
c2_serik_coord,c2_kur_aibek,2026-07-05,74750,intra
c2_serik_coord,c2_kur_aibek,2026-07-13,68250,intra
c2_serik_coord,c2_kur_aibek,2026-07-22,81500,intra
c2_serik_coord,c2_kur_aibek,2026-07-30,69500,intra
c2_serik_coord,c2_kur_temirlan,2026-07-08,53500,intra
c2_serik_coord,c2_kur_temirlan,2026-07-18,61750,intra
c2_serik_coord,c2_kur_temirlan,2026-07-29,49500,intra
c2_serik_coord,c2_drop_dana,2026-07-16,30000,intra
c2_serik_coord,c2_drop_bekzat,2026-07-31,25000,intra
c2_serik_coord,c2_kur_daulet,2026-06-29,64000,intra
c2_serik_coord,c2_kur_aibek,2026-06-30,72000,intra
c2_serik_coord,c2_aigul_wife,2026-06-30,200000,intra
c2_serik_coord,c2_aigul_wife,2026-07-02,250000,intra
c2_serik_coord,c2_aigul_wife,2026-07-09,180000,intra
c2_serik_coord,c2_aigul_wife,2026-07-11,8500,intra
c2_serik_coord,c2_aigul_wife,2026-07-16,400000,intra
c2_serik_coord,c2_aigul_wife,2026-07-20,3000,intra
c2_serik_coord,c2_aigul_wife,2026-07-24,150000,intra
c2_serik_coord,c2_aigul_wife,2026-07-31,320000,intra
c2_serik_coord,c2_roza_mother,2026-07-04,500000,intra
c2_serik_coord,c2_roza_mother,2026-07-17,450000,intra
c2_serik_coord,c2_roza_mother,2026-07-25,300000,intra
c2_serik_coord,c2_kanat_brother,2026-07-11,45000,intra
c2_serik_coord,c2_kanat_brother,2026-07-18,2200000,intra
c2_serik_coord,c2_alibek_son,2026-07-03,40000,intra
c2_serik_coord,c2_alibek_son,2026-07-12,25000,intra
c2_serik_coord,c2_alibek_son,2026-07-19,150000,intra
c2_serik_coord,c2_alibek_son,2026-07-27,30000,intra
c2_serik_coord,c2_bolat_cousin,2026-07-06,350000,intra
c2_serik_coord,c2_cm_dias,2026-07-09,80000,intra
c2_serik_coord,c2_cm_timur,2026-07-13,15000,intra
c2_serik_coord,hub_wedding_hall,2026-07-10,500000,intra
c2_serik_coord,hub_wedding_hall,2026-08-05,400000,intra
c2_serik_coord,c2_himbyt_supplier,2026-07-01,186400,intra
c2_serik_coord,c2_himbyt_supplier,2026-07-08,212750,intra
c2_serik_coord,c2_himbyt_supplier,2026-07-15,174900,intra
c2_serik_coord,c2_himbyt_supplier,2026-07-22,238300,intra
c2_serik_coord,c2_himbyt_supplier,2026-07-29,195600,intra
c2_serik_coord,c2_rynok_admin,2026-07-01,85000,intra
c2_serik_coord,c2_rynok_admin,2026-08-01,85000,intra
c2_serik_coord,c2_bakyt_helper,2026-07-05,45000,intra
c2_serik_coord,c2_bakyt_helper,2026-07-15,45000,intra
c2_serik_coord,c2_bakyt_helper,2026-07-25,52000,intra
c2_serik_coord,c2_neighbor_maira,2026-07-21,4000,intra
c2_serik_coord,hub_grocery_1,2026-07-02,23450,intra
c2_serik_coord,hub_grocery_1,2026-07-14,17800,intra
c2_serik_coord,hub_grocery_1,2026-07-26,31200,intra
c2_serik_coord,hub_auto_parts,2026-07-11,64000,intra
c2_serik_coord,hub_phone_shop,2026-07-19,389000,intra
c2_serik_coord,hub_pharmacy,2026-07-08,6300,intra
c2_serik_coord,hub_cafe_2,2026-07-12,38500,intra
c2_serik_coord,hub_tutor_center,2026-07-03,45000,intra
c2_serik_coord,hub_taxi_park,2026-07-16,2400,intra
c2_serik_coord,ext_utility_energo,2026-07-07,18650,inter
c2_serik_coord,ext_utility_gas,2026-07-07,9420,inter
c2_serik_coord,ext_kaspi_own_card,2026-07-18,300000,inter
c2_neighbor_maira,c2_serik_coord,2026-07-02,4800,intra
c2_neighbor_maira,c2_serik_coord,2026-07-16,6200,intra
c2_neighbor_zhaksylyk,c2_serik_coord,2026-07-05,7300,intra
c2_neighbor_zhaksylyk,c2_serik_coord,2026-07-23,12800,intra
ext_customer_01,c2_serik_coord,2026-07-01,3400,intra
ext_customer_02,c2_serik_coord,2026-07-02,8900,inter
ext_customer_03,c2_serik_coord,2026-07-04,2150,intra
ext_customer_04,c2_serik_coord,2026-07-04,11700,inter
ext_customer_05,c2_serik_coord,2026-07-05,6300,intra
ext_customer_06,c2_serik_coord,2026-07-08,4450,inter
ext_customer_01,c2_serik_coord,2026-07-11,5200,intra
ext_customer_07,c2_serik_coord,2026-07-11,14300,inter
ext_customer_08,c2_serik_coord,2026-07-12,1900,intra
ext_customer_09,c2_serik_coord,2026-07-15,7650,inter
ext_customer_10,c2_serik_coord,2026-07-18,9800,intra
ext_customer_11,c2_serik_coord,2026-07-18,3100,inter
ext_customer_05,c2_serik_coord,2026-07-19,5600,intra
ext_customer_12,c2_serik_coord,2026-07-22,12250,inter
ext_customer_13,c2_serik_coord,2026-07-25,2800,intra
ext_customer_14,c2_serik_coord,2026-07-25,6900,inter
ext_customer_02,c2_serik_coord,2026-07-26,8100,inter
ext_customer_15,c2_serik_coord,2026-07-29,4700,intra
ext_market_wholesale_buyer,c2_serik_coord,2026-07-20,86500,inter
c2_bolat_cousin,c2_serik_coord,2026-07-20,150000,intra
c2_bolat_cousin,c2_serik_coord,2026-08-04,200000,intra
c2_cm_dias,c2_serik_coord,2026-07-30,80000,intra
c2_roza_mother,c2_serik_coord,2026-07-30,400000,intra
c2_roza_mother,c2_kanat_brother,2026-07-18,900000,intra
c2_kanat_brother,hub_car_dealer_used,2026-07-19,3000000,intra
c2_kanat_brother,hub_car_dealer_used,2026-07-21,450000,intra
c2_kanat_brother,hub_auto_parts,2026-07-24,96000,intra
c2_kanat_brother,hub_landlord_4,2026-07-01,160000,intra
c2_kanat_brother,c2_asem_kanat_wife,2026-07-04,60000,intra
c2_kanat_brother,c2_asem_kanat_wife,2026-07-19,85000,intra
c2_kanat_brother,c2_asem_kanat_wife,2026-07-26,4500,intra
c2_kanat_brother,hub_cafe_2,2026-07-13,27500,intra
c2_kanat_brother,hub_grocery_4,2026-07-22,18900,intra
c2_kanat_brother,hub_grocery_4,2026-07-09,3700,intra
c2_kanat_brother,ext_insurance_ogpo,2026-07-20,21800,inter
c2_kanat_brother,hub_landlord_4,2026-08-01,160000,intra
c2_asem_kanat_wife,hub_beauty_salon,2026-07-09,14000,intra
c2_asem_kanat_wife,c2_roza_mother,2026-07-15,40000,intra
c2_asem_kanat_wife,hub_grocery_4,2026-07-20,11200,intra
c2_asem_kanat_wife,ext_asem_mother,2026-07-12,30000,inter
c2_asem_kanat_wife,hub_furniture,2026-07-28,64000,intra
c2_asem_kanat_wife,c2_dilnaz_asem_sister,2026-07-23,25000,intra
c2_asem_kanat_wife,hub_pharmacy,2026-07-05,2300,intra
c2_dilnaz_asem_sister,hub_tutor_center,2026-07-26,28000,intra
c2_dilnaz_asem_sister,hub_grocery_1,2026-07-30,9100,intra
c2_dilnaz_asem_sister,c2_asem_kanat_wife,2026-08-06,25000,intra
c2_aigul_wife,hub_grocery_2,2026-07-01,21650,intra
c2_aigul_wife,hub_grocery_2,2026-07-06,34800,intra
c2_aigul_wife,hub_grocery_2,2026-07-15,18300,intra
c2_aigul_wife,hub_grocery_2,2026-07-22,40150,intra
c2_aigul_wife,hub_grocery_2,2026-07-29,27900,intra
c2_aigul_wife,hub_tutor_center,2026-07-02,38000,intra
c2_aigul_wife,hub_gym,2026-07-04,25000,intra
c2_aigul_wife,c2_saule_aigul_sister,2026-07-07,120000,intra
c2_aigul_wife,c2_nurila_aigul_mother,2026-07-10,50000,intra
c2_aigul_wife,c2_nurila_aigul_mother,2026-07-28,35000,intra
c2_aigul_wife,hub_beauty_salon,2026-07-11,18500,intra
c2_aigul_wife,hub_beauty_salon,2026-07-25,22000,intra
c2_aigul_wife,c2_neighbor_maira,2026-07-12,20000,intra
c2_aigul_wife,hub_furniture,2026-07-13,486000,intra
c2_aigul_wife,hub_pharmacy,2026-07-19,7400,intra
c2_aigul_wife,hub_pawnshop,2026-07-21,312000,intra
c2_aigul_wife,hub_cafe_1,2026-07-26,16800,intra
c2_aigul_wife,hub_bazaar_stall_1,2026-07-17,38500,intra
c2_aigul_wife,ext_deposit_otbasy,2026-07-18,500000,inter
c2_aigul_wife,hub_grocery_2,2026-07-10,2750,intra
c2_aigul_wife,hub_gym,2026-08-04,25000,intra
c2_saule_aigul_sister,hub_landlord_2,2026-07-01,140000,intra
c2_saule_aigul_sister,c2_marat_saule_husband,2026-07-12,60000,intra
c2_saule_aigul_sister,hub_bazaar_stall_1,2026-07-17,23500,intra
c2_saule_aigul_sister,c2_nurila_aigul_mother,2026-07-20,20000,intra
c2_saule_aigul_sister,hub_grocery_3,2026-07-08,13650,intra
c2_saule_aigul_sister,hub_grocery_3,2026-07-24,4300,intra
c2_saule_aigul_sister,hub_landlord_2,2026-08-01,140000,intra
c2_marat_saule_husband,hub_auto_parts,2026-07-13,87500,intra
c2_marat_saule_husband,c2_raushan_marat_mother,2026-07-15,30000,intra
c2_marat_saule_husband,c2_aigul_wife,2026-07-29,115000,intra
c2_marat_saule_husband,hub_grocery_3,2026-07-18,16900,intra
c2_marat_saule_husband,c2_saule_aigul_sister,2026-07-05,45000,intra
c2_marat_saule_husband,ext_kredit_homecredit,2026-07-14,38700,inter
c2_raushan_marat_mother,hub_pharmacy,2026-07-17,12600,intra
c2_raushan_marat_mother,hub_grocery_3,2026-07-21,7300,intra
c2_raushan_marat_mother,ext_raushan_grandson,2026-07-25,10000,inter
c2_nurila_aigul_mother,hub_pharmacy,2026-07-12,11200,intra
c2_nurila_aigul_mother,c2_saule_aigul_sister,2026-07-22,15000,intra
c2_nurila_aigul_mother,hub_grocery_4,2026-07-14,8450,intra
c2_nurila_aigul_mother,c2_roza_mother,2026-07-18,25000,intra
c2_nurila_aigul_mother,hub_grocery_4,2026-07-27,3900,intra
c2_neighbor_maira,c2_aigul_wife,2026-07-25,20000,intra
c2_neighbor_maira,hub_grocery_1,2026-07-08,7600,intra
c2_neighbor_maira,hub_pharmacy,2026-07-19,5100,intra
c2_neighbor_maira,ext_maira_daughter,2026-07-27,15000,inter
c2_neighbor_zhaksylyk,hub_auto_parts,2026-07-14,58000,intra
c2_neighbor_zhaksylyk,hub_grocery_1,2026-07-20,6750,intra
c2_neighbor_zhaksylyk,hub_construction_firm,2026-07-28,145000,intra
c2_roza_mother,hub_wedding_hall,2026-07-22,350000,intra
c2_roza_mother,c2_gulnar_sister,2026-07-05,200000,intra
c2_roza_mother,hub_pharmacy,2026-07-03,9800,intra
c2_roza_mother,hub_pharmacy,2026-07-21,6200,intra
c2_roza_mother,hub_grocery_1,2026-07-07,12450,intra
c2_roza_mother,hub_grocery_1,2026-07-23,4100,intra
c2_roza_mother,c2_alibek_son,2026-07-08,20000,intra
c2_roza_mother,hub_bazaar_stall_1,2026-07-26,68000,intra
c2_roza_mother,ext_mosque_sadaqa,2026-07-10,10000,inter
c2_roza_mother,hub_pawnshop,2026-07-27,245000,intra
c2_gulnar_sister,c2_roza_mother,2026-07-14,50000,intra
c2_gulnar_sister,c2_roza_mother,2026-07-24,100000,intra
c2_gulnar_sister,c2_roza_mother,2026-08-10,100000,intra
c2_bolat_cousin,c2_roza_mother,2026-07-16,30000,intra
ext_relative_aunt_zhamal,c2_roza_mother,2026-07-12,50000,inter
ext_relative_uncle_kairat,c2_roza_mother,2026-07-13,30000,intra
ext_relative_nephew_ayan,c2_roza_mother,2026-07-15,20000,intra
ext_relative_kuda_1,c2_roza_mother,2026-07-19,100000,inter
ext_relative_aunt_bagila,c2_roza_mother,2026-07-20,25000,intra
ext_relative_cousin_nurlan,c2_roza_mother,2026-07-21,40000,inter
ext_relative_uncle_kairat,c2_roza_mother,2026-07-24,4000,intra
ext_pension_fund,c2_roza_mother,2026-07-05,142380,inter
c2_alibek_son,hub_gym,2026-07-04,18000,intra
c2_alibek_son,hub_cafe_1,2026-07-05,12400,intra
c2_alibek_son,hub_cafe_1,2026-07-19,9800,intra
c2_alibek_son,c2_madina_bride,2026-07-09,30000,intra
c2_alibek_son,c2_madina_bride,2026-07-20,55000,intra
c2_alibek_son,c2_madina_bride,2026-07-27,25000,intra
c2_alibek_son,hub_bazaar_stall_1,2026-07-24,42000,intra
c2_alibek_son,hub_phone_shop,2026-07-21,14500,intra
c2_alibek_son,hub_taxi_park,2026-07-13,1800,intra
c2_alibek_son,ext_alibek_friend_arnur,2026-07-16,20000,inter
c2_madina_bride,hub_beauty_salon,2026-07-26,35000,intra
c2_madina_bride,c2_saltanat_bride_mother,2026-07-21,20000,intra
c2_madina_bride,hub_bazaar_stall_1,2026-07-12,17500,intra
c2_madina_bride,hub_cafe_1,2026-07-09,4600,intra
c2_madina_bride,ext_madina_friend_aru,2026-07-28,8000,inter
c2_saltanat_bride_mother,hub_grocery_4,2026-07-23,14600,intra
c2_saltanat_bride_mother,hub_pharmacy,2026-07-28,5200,intra
c2_saltanat_bride_mother,hub_wedding_hall,2026-07-30,250000,intra
c2_saltanat_bride_mother,hub_bazaar_stall_1,2026-07-11,56000,intra
c2_bolat_cousin,hub_auto_parts,2026-07-07,215000,intra
c2_bolat_cousin,hub_taxi_park,2026-07-06,12800,intra
c2_bolat_cousin,hub_taxi_park,2026-07-13,14650,intra
c2_bolat_cousin,hub_taxi_park,2026-07-20,11900,intra
c2_bolat_cousin,hub_taxi_park,2026-07-27,15300,intra
c2_bolat_cousin,c2_zhanar_bolat_wife,2026-07-10,40000,intra
c2_bolat_cousin,c2_zhanar_bolat_wife,2026-07-24,35000,intra
c2_bolat_cousin,ext_fuel_helios,2026-07-09,14000,inter
c2_bolat_cousin,ext_fuel_helios,2026-07-22,16500,inter
c2_zhanar_bolat_wife,hub_tutor_center,2026-07-03,32000,intra
c2_zhanar_bolat_wife,hub_grocery_2,2026-07-11,16700,intra
c2_zhanar_bolat_wife,hub_grocery_2,2026-07-25,21300,intra
c2_zhanar_bolat_wife,c2_klara_zhanar_mother,2026-07-15,25000,intra
c2_zhanar_bolat_wife,hub_beauty_salon,2026-07-18,9000,intra
c2_zhanar_bolat_wife,hub_grocery_2,2026-07-04,3450,intra
c2_klara_zhanar_mother,hub_pharmacy,2026-07-16,13400,intra
c2_klara_zhanar_mother,c2_zhanar_bolat_wife,2026-07-29,10000,intra
c2_klara_zhanar_mother,ext_utility_su,2026-07-08,4650,inter
c2_gulnar_sister,hub_phone_shop,2026-07-07,189000,intra
c2_gulnar_sister,hub_grocery_3,2026-07-19,12300,intra
c2_gulnar_sister,c2_erlan_gulnar_husband,2026-07-27,20000,intra
c2_gulnar_sister,hub_tutor_center,2026-07-09,26000,intra
c2_erlan_gulnar_husband,c2_gulnar_sister,2026-07-10,120000,intra
c2_erlan_gulnar_husband,hub_auto_parts,2026-07-17,23900,intra
c2_erlan_gulnar_husband,c2_asqar_erlan_brother,2026-07-12,50000,intra
c2_erlan_gulnar_husband,hub_cafe_2,2026-07-25,8400,intra
c2_erlan_gulnar_husband,ext_kredit_bereke,2026-07-15,47200,inter
c2_asqar_erlan_brother,hub_landlord_3,2026-07-02,110000,intra
c2_asqar_erlan_brother,c2_erlan_gulnar_husband,2026-07-31,30000,intra
c2_asqar_erlan_brother,hub_gym,2026-07-14,15000,intra
c2_asqar_erlan_brother,hub_cafe_2,2026-07-20,3900,intra
c2_kur_daulet,c2_kur_miras,2026-07-06,15000,intra
c2_kur_daulet,c2_kur_miras,2026-07-17,20000,intra
c2_kur_daulet,c2_daulet_mother_bibigul,2026-07-08,30000,intra
c2_kur_daulet,c2_daulet_mother_bibigul,2026-07-22,25000,intra
c2_kur_daulet,c2_daulet_gf_aruzhan,2026-07-10,12000,intra
c2_kur_daulet,c2_daulet_gf_aruzhan,2026-07-18,20000,intra
c2_kur_daulet,c2_daulet_gf_aruzhan,2026-07-27,8500,intra
c2_kur_daulet,hub_phone_shop,2026-07-15,129000,intra
c2_kur_daulet,x_p2p_trader_1,2026-07-25,40000,intra
c2_kur_daulet,hub_taxi_park,2026-07-04,3500,intra
c2_kur_daulet,hub_taxi_park,2026-07-19,2900,intra
c2_kur_daulet,hub_cafe_2,2026-07-11,6700,intra
c2_daulet_mother_bibigul,hub_grocery_3,2026-07-09,14500,intra
c2_daulet_mother_bibigul,hub_pharmacy,2026-07-23,8700,intra
c2_daulet_mother_bibigul,c2_neighbor_maira,2026-07-26,10000,intra
c2_daulet_mother_bibigul,ext_bibigul_daughter,2026-07-12,15000,inter
c2_daulet_gf_aruzhan,hub_beauty_salon,2026-07-12,16000,intra
c2_daulet_gf_aruzhan,hub_cafe_1,2026-07-20,7600,intra
c2_daulet_gf_aruzhan,ext_aruzhan_friend,2026-07-22,5000,inter
c2_kur_miras,ext_miras_gf,2026-07-09,10000,inter
c2_kur_miras,hub_cafe_1,2026-07-16,3200,intra
c2_kur_miras,hub_grocery_1,2026-07-24,2800,intra
c2_kur_miras,hub_gym,2026-06-25,15000,intra
c2_kur_miras,ext_miras_betting,2026-07-27,25000,inter
c2_kur_nurzhan,hub_landlord_1,2026-07-02,95000,intra
c2_kur_nurzhan,x_p2p_trader_1,2026-07-14,60000,intra
c2_kur_nurzhan,c2_yerbol_nurzhan_brother,2026-07-09,25000,intra
c2_kur_nurzhan,c2_yerbol_nurzhan_brother,2026-07-26,30000,intra
c2_kur_nurzhan,hub_phone_shop,2026-07-20,18500,intra
c2_kur_nurzhan,hub_taxi_park,2026-07-07,2600,intra
c2_kur_nurzhan,hub_grocery_1,2026-07-16,4900,intra
c2_yerbol_nurzhan_brother,hub_auto_parts,2026-07-12,17000,intra
c2_yerbol_nurzhan_brother,c2_dinara_yerbol_wife,2026-07-10,20000,intra
c2_yerbol_nurzhan_brother,hub_landlord_1,2026-07-03,85000,intra
c2_dinara_yerbol_wife,hub_grocery_2,2026-07-13,8900,intra
c2_dinara_yerbol_wife,hub_beauty_salon,2026-07-21,6500,intra
c2_dinara_yerbol_wife,ext_dinara_mother,2026-07-28,10000,inter
c2_kur_arman,ext_arman_friend,2026-07-12,30000,inter
c2_kur_arman,hub_cafe_2,2026-07-15,4200,intra
c2_kur_arman,hub_grocery_4,2026-07-23,3600,intra
c2_kur_arman,ext_arman_betting,2026-07-28,45000,inter
c2_kur_arman,ext_arman_betting,2026-07-07,20000,inter
c2_kur_ernar,c2_ernar_mother_ainur,2026-07-11,20000,intra
c2_kur_ernar,hub_tutor_center,2026-07-14,55000,intra
