gid,role,role_score,priority_score,tier,weak_seed_link,cluster_id,c_role,c_seed_money,c_in_deg,c_out_deg,c_volume,c_seed_links,c_cycle3,evidence,role_stability,depth,is_seed,out_sum,out_tx,out_deg,in_sum,in_tx,in_deg,n_counterparties,volume_dedup,total_volume,net_flow,pass_ratio,n_seed_links,in_from_seed_sum,in_from_seed_deg,flag_out_gt_in,inflow_reliable,flag_truncated,no_edges,component,seed_share,seed_money_in,in_cycle,in_cycle3,n_mutual,fast_share,max_payers_day,late_last_in
100000000274067100,peripheral,0.6,0.5168,B,False,9,0.06,0.9706275033377837,0.8019581664441477,0.894971072541166,0.986648865153538,0.3333333333333333,0.0,"выраженных признаков нет: 2 вх./3 исх., оборот 3.0 млн; связан с 1 seed; взаимные переводы с 1",1.0,1,False,2969000.0,9,3,517704.0,9,2,4,2969000.0,3486704.0,-2451296.0,5.734937338710924,1,217704.0,1,True,False,False,False,0,0.08156762832521543,242174.28849756462,True,False,1,0.6921522398113843,1,True
100000000287768100,peripheral,0.9,0.1352,B,True,2,0.09000000000000001,0.32754784156653316,0.018691588785046728,0.0,0.36315086782376504,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 35 тыс",1.0,3,False,0.0,0,0,35168.0,1,1,1,35168.0,35168.0,35168.0,0.0,0,0.0,0,False,True,False,False,0,0.004849960600259524,170.56341438992695,False,False,0,,1,False
100000000288317100,peripheral,0.6,0.3541,B,True,64,0.06,0.520694259012016,0.8019581664441477,0.894971072541166,0.5927903871829105,0.0,0.0,"выраженных признаков нет: 2 вх./3 исх., оборот 100 тыс",1.0,3,False,53500.0,3,3,100000.0,2,2,5,100000.0,153500.0,46500.0,0.535,0,0.0,0,False,True,False,False,0,0.01067726850094838,1067.726850094838,False,False,0,0.308411214953271,1,True
100000000291906100,peripheral,0.6,0.4082,B,True,59,0.06,0.6866933689363596,0.8019581664441477,0.833555852247441,0.8633733867378727,0.0,0.0,"выраженных признаков нет: 2 вх./2 исх., оборот 456 тыс; взаимные переводы с 1",1.0,2,False,455854.0,6,2,388000.0,3,2,3,455854.0,843854.0,-67854.0,1.1748814432989692,0,0.0,0,True,False,False,False,0,0.02155040497550961,9823.838309705958,True,False,1,0.4186735226629579,1,False
100000000291908100,peripheral,0.6,0.3013,B,True,59,0.06,0.6475300400534045,0.018691588785046728,0.6915887850467289,0.7979528259902091,0.0,0.0,"выраженных признаков нет: 1 вх./1 исх., оборот 296 тыс",1.0,3,False,13300.0,1,1,295500.0,5,1,2,295500.0,308800.0,282200.0,0.045008460236886635,0,0.0,0,False,True,False,False,0,0.02155040497550961,6368.144670263089,False,False,0,0.0,1,True
100000000297649100,peripheral,0.9,0.2761,B,True,10,0.09000000000000001,0.6048064085447263,0.018691588785046728,0.6915887850467289,0.5264797507788161,0.0,0.0,"выраженных признаков нет: 1 вх./1 исх., оборот 71 тыс; взаимные переводы с 1",1.0,2,False,70600.0,2,1,40000.0,1,1,1,70600.0,110600.0,-30600.0,1.765,0,0.0,0,True,False,False,False,0,0.04819611633700539,3402.6458133925807,True,False,1,0.0,1,False
100000000299820100,peripheral,0.3,0.0654,A,True,6,0.03,0.23008455718736093,0.018691588785046728,0.0,0.06987093902981753,0.0,0.0,"обрыв выгрузки на последнем колене: получил 10 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,10000.0,1,1,1,10000.0,10000.0,10000.0,0.0,0,0.0,0,False,True,True,False,0,0.006651503710631662,66.51503710631661,False,False,0,,1,False
100000000307908100,peripheral,0.9,0.1429,B,False,51,0.09000000000000001,0.5433911882510013,0.018691588785046728,0.0,0.008455718736092568,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 5 тыс",1.0,2,False,0.0,0,0,5000.0,1,1,1,5000.0,5000.0,5000.0,0.0,0,0.0,0,False,True,False,False,4,0.28985277122790126,1449.2638561395063,False,False,0,,1,False
100000000331309100,distributor,0.75,0.719,B,True,5,0.6000000000000001,0.8064085447263017,0.9777481085892301,0.9991099243435692,1.0,0.0,1.0,"веерная рассылка: 99 получателей, отправил 23.0 млн; видимый вход 985 тыс, источник вне выгрузки; участвует в круговых потоках (3+ участника)",1.0,2,False,23001375.0,126,99,984635.0,8,5,104,23001375.0,23986010.0,-22016740.0,23.360306103276848,0,0.0,0,True,False,False,False,0,0.0011953620415003489,27494.970577315085,True,True,0,0.3584307459880116,3,False
100000000332284100,transit,0.6,0.5457,C,True,5,0.42,0.6497552291944815,0.9973297730307076,0.894971072541166,0.7952825990209168,0.0,0.0,"признаки транзита: получил 107 тыс, отправил 290 тыс; 100% отправлено в течение 2 дней после входа; связь с seed-деньгами слабая, возможна легальная активность",0.6666666666666666,2,False,289500.0,3,3,107426.0,12,10,13,289500.0,396926.0,-182074.0,2.69487833485376,0,0.0,0,True,False,False,False,0,0.02258647009700378,6538.783093082595,False,False,0,1.0,3,True
100000000343175100,coordinator,0.677,0.637,B,False,16,0.677,0.9069870939029817,0.9928793947485536,0.9924343569203382,0.9924343569203382,0.3333333333333333,0.0,[seed] признаки координации: 8 плательщиков и 31 получатель; связан ещё с 1 seed; доля seed-денег ~100%,1.0,0,True,4000039.0,33,31,178712.0,14,8,39,4000039.0,4178751.0,-3821327.0,22.382598818210305,1,31500.0,1,False,False,False,False,0,1.0,74168.06365923124,False,False,0,1.0,2,False
100000000369781100,peripheral,0.3,0.0262,A,True,5,0.03,0.06497552291944815,0.018691588785046728,0.0,0.008455718736092568,0.0,0.0,"обрыв выгрузки на последнем колене: получил 5 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,5000.0,1,1,1,5000.0,5000.0,5000.0,0.0,0,0.0,0,False,True,True,False,0,0.0011953620415003489,5.976810207501744,False,False,0,,1,False
100000000375150100,peripheral,0.3,0.2459,A,True,12,0.03,0.7672452158433467,0.018691588785046728,0.0,0.8010680907877169,0.0,0.0,"обрыв выгрузки на последнем колене: получил 300 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,300000.0,1,1,1,300000.0,300000.0,300000.0,0.0,0,0.0,0,False,True,True,False,0,0.06844131349493726,20532.39404848118,False,False,0,,1,False
100000000404740100,peripheral,0.3,0.1241,A,True,30,0.03,0.4250111259457054,0.018691588785046728,0.0,0.2674677347574544,0.0,0.0,"обрыв выгрузки на последнем колене: получил 25 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,25000.0,1,1,1,25000.0,25000.0,25000.0,0.0,0,0.0,0,False,True,True,False,0,0.015305918525351767,382.6479631337942,False,False,0,,1,False
100000000408846100,peripheral,0.9,0.0939,B,True,31,0.09000000000000001,0.10769915442812639,0.018691588785046728,0.0,0.38985313751668893,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 40 тыс",1.0,3,False,0.0,0,0,40500.0,1,1,1,40500.0,40500.0,40500.0,0.0,0,0.0,0,False,True,False,False,0,0.0003227185896603177,13.070102881242867,False,False,0,,1,False
100000000413678100,peripheral,0.6,0.3479,B,True,6,0.06,0.3431241655540721,0.8019581664441477,0.894971072541166,0.8856252781486427,0.0,0.0,"выраженных признаков нет: 2 вх./3 исх., оборот 528 тыс",1.0,3,False,528198.0,18,3,306500.0,2,2,5,528198.0,834698.0,-221698.0,1.723321370309951,0,0.0,0,True,False,False,False,0,0.00036632830054888224,193.4938756933185,False,False,0,0.14767000253692744,2,False
100000000424935100,peripheral,0.3,0.0646,A,True,33,0.03,0.19181130396083668,0.018691588785046728,0.0,0.13840676457498888,0.0,0.0,"обрыв выгрузки на последнем колене: получил 15 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,15000.0,1,1,1,15000.0,15000.0,15000.0,0.0,0,0.0,0,False,True,True,False,0,0.0027633408312919207,41.45011246937881,False,False,0,,1,False
100000000425407100,peripheral,0.9,0.1809,B,False,3,0.09000000000000001,0.6355140186915887,0.018691588785046728,0.0,0.20382732532265244,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 20 тыс",1.0,2,False,0.0,0,0,20000.0,1,1,1,20000.0,20000.0,20000.0,0.0,0,0.0,0,False,True,False,False,0,0.280436949022614,5608.73898045228,False,False,0,,1,False
100000000437046100,distributor,0.615,0.6884,B,True,2,0.492,0.8362260792167334,0.9951045838896306,0.9964396973742768,0.9977748108589231,0.0,1.0,"веерная рассылка: 42 получателя, отправил 7.6 млн; видимый вход 1.1 млн, источник вне выгрузки; участвует в круговых потоках (3+ участника); связь с seed-деньгами слабая, возможна легальная активность",1.0,2,False,7606224.0,73,42,1107200.0,20,9,48,7606224.0,8713424.0,-6499024.0,6.86978323699422,0,0.0,0,True,False,False,False,0,0.004849960600259524,36889.8867167484,True,True,3,0.8674551262229458,3,True
100000000440392100,terminal,0.702,0.4059,B,False,4,0.351,0.9314641744548287,0.018691588785046728,0.0,0.6159323542501113,0.3333333333333333,0.0,"конечная точка в пределах выгрузки: получил 106 тыс от 1 плательщика, исходящих нет; доля seed-денег ~100%; связан с 1 seed",0.6666666666666666,1,False,0.0,0,0,105705.0,4,1,1,105705.0,105705.0,105705.0,0.0,1,105705.0,1,False,True,False,False,0,1.0,105705.0,False,False,0,,1,False
100000000456947100,peripheral,0.2,0.006,A,False,0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,[seed] нет переводов в выгрузке: роль определить нельзя,1.0,0,True,0.0,0,0,0.0,0,0,0,0.0,0.0,0.0,,0,0.0,0,False,False,False,True,16,1.0,0.0,False,False,0,,0,False
100000000470237100,peripheral,0.3,0.1641,A,True,33,0.03,0.5852247441032488,0.018691588785046728,0.0,0.3471295060080107,0.0,0.0,"обрыв выгрузки на последнем колене: получил 32 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,32500.0,1,1,1,32500.0,32500.0,32500.0,0.0,0,0.0,0,False,True,True,False,0,0.07950566451832446,2583.934096845545,False,False,0,,1,True
100000000481716100,peripheral,0.9,0.1441,B,False,8,0.09000000000000001,0.5269247886070316,0.018691588785046728,0.0,0.0529595015576324,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 8 тыс",1.0,3,False,0.0,0,0,8000.0,1,1,1,8000.0,8000.0,8000.0,0.0,0,0.0,0,False,True,False,False,0,0.14422012498285483,1153.7609998628386,False,False,0,,1,False
100000000489417100,peripheral,0.6,0.3919,B,False,12,0.06,0.7801513128615932,0.9114374721851357,0.6915887850467289,0.5460614152202937,0.0,0.0,"выраженных признаков нет: 3 вх./1 исх., оборот 80 тыс",1.0,2,False,80000.0,1,1,73504.0,3,3,4,80000.0,153504.0,-6496.0,1.0883761427949499,0,0.0,0,True,False,False,False,0,0.29367749547507854,23494.199638006285,False,False,0,1.0,2,False
100000000490383100,peripheral,0.6,0.4279,B,True,4,0.06,0.6626613262127281,0.9114374721851357,0.9657320872274143,0.8660436137071651,0.0,0.0,"выраженных признаков нет: 3 вх./8 исх., оборот 461 тыс",0.6666666666666666,2,False,461375.0,9,8,62600.0,3,3,11,461375.0,523975.0,-398775.0,7.37020766773163,0,0.0,0,True,False,False,False,0,0.016071882480365948,7415.164779378839,False,False,0,0.01083717149823896,1,False
100000000500040100,peripheral,0.3,0.0437,A,True,2,0.03,0.05473965287049399,0.018691588785046728,0.0,0.20382732532265244,0.0,0.0,"обрыв выгрузки на последнем колене: получил 20 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,20000.0,1,1,1,20000.0,20000.0,20000.0,0.0,0,0.0,0,False,True,True,False,0,0.00020279353504882862,4.055870700976572,False,False,0,,1,True
100000000507799100,peripheral,0.9,0.2668,B,False,45,0.09000000000000001,0.6283934134401424,0.018691588785046728,0.6915887850467289,0.0529595015576324,0.3333333333333333,0.0,"выраженных признаков нет: 1 вх./1 исх., оборот 8 тыс; связан с 1 seed",1.0,1,False,8000.0,1,1,5132.0,1,1,2,8000.0,13132.0,-2868.0,1.558846453624318,1,5132.0,1,True,False,False,False,0,0.6415,5132.0,False,False,0,0.0,1,False
100000000533217100,peripheral,0.9,0.2567,B,False,2,0.09000000000000001,0.8807298620382733,0.018691588785046728,0.0,0.4717400979083222,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 54 тыс",1.0,2,False,0.0,0,0,53587.0,1,1,1,53587.0,53587.0,53587.0,0.0,0,0.0,0,False,True,False,False,0,0.9891080984918347,53003.33567388194,False,False,0,,1,False
100000000534581100,peripheral,0.6,0.305,B,True,6,0.06,0.43124165554072097,0.8019581664441477,0.6915887850467289,0.4842011570983534,0.0,0.0,"выраженных признаков нет: 2 вх./1 исх., оборот 56 тыс",1.0,3,False,40000.0,1,1,55960.0,2,2,3,55960.0,95960.0,15960.0,0.7147962830593281,0,0.0,0,False,True,False,False,0,0.007318756005801477,409.55758608465067,False,False,0,0.0,1,False
100000000542087100,peripheral,0.3,0.0236,A,True,43,0.03,0.0262572318647085,0.018691588785046728,0.0,0.059635068980863376,0.0,0.0,"обрыв выгрузки на последнем колене: получил 9 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,8506.91,1,1,1,8506.91,8506.91,8506.91,0.0,0,0.0,0,False,True,True,False,0,4.832834906982415e-05,0.4111249159855777,False,False,0,,1,False
100000000552584100,peripheral,0.6,0.4078,B,True,27,0.06,0.8375611927013796,0.018691588785046728,0.6915887850467289,0.9826435246995995,0.0,1.0,"выраженных признаков нет: 1 вх./1 исх., оборот 2.5 млн; участвует в круговых потоках (3+ участника)",1.0,3,False,57500.0,1,1,2500000.0,3,1,2,2500000.0,2557500.0,2442500.0,0.023,0,0.0,0,False,True,False,False,0,0.014945004549930929,37362.51137482732,True,True,0,0.0,1,False
100000000555721100,terminal,0.704,0.4842,B,False,2,0.352,0.9230084557187361,0.8019581664441477,0.0,0.6283934134401424,0.3333333333333333,0.0,"конечная точка в пределах выгрузки: получил 113 тыс от 2 плательщиков, исходящих нет; доля seed-денег ~84%; связан с 1 seed",0.6666666666666666,1,False,0.0,0,0,113000.0,3,2,2,113000.0,113000.0,113000.0,0.0,1,95000.0,1,False,True,False,False,0,0.8426402436108581,95218.34752802696,False,False,0,,2,False
100000000557536100,peripheral,0.3,0.0947,A,True,43,0.03,0.07165109034267912,0.018691588785046728,0.0,0.6795727636849133,0.0,0.0,"обрыв выгрузки на последнем колене: получил 153 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,153000.0,7,1,1,153000.0,153000.0,153000.0,0.0,0,0.0,0,False,True,True,False,0,4.832834906982415e-05,7.394237407683095,False,False,0,,1,False
100000000560751100,peripheral,0.9,0.1538,B,True,12,0.09000000000000001,0.46862483311081443,0.018691588785046728,0.0,0.2674677347574544,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 25 тыс",1.0,3,False,0.0,0,0,25000.0,1,1,1,25000.0,25000.0,25000.0,0.0,0,0.0,0,False,True,False,False,0,0.023843177502615154,596.0794375653788,False,False,0,,1,False
100000000561160100,peripheral,0.3,0.1778,A,True,3,0.03,0.4472630173564753,0.018691588785046728,0.0,0.7601246105919003,0.0,0.0,"обрыв выгрузки на последнем колене: получил 240 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,240000.0,1,1,1,240000.0,240000.0,240000.0,0.0,0,0.0,0,False,True,True,False,0,0.0019773077304167824,474.55385530002775,False,False,0,,1,True
100000000569479100,terminal,0.241,0.2501,B,True,52,0.1205,0.6234979973297731,0.018691588785046728,0.0,0.8130841121495327,0.0,0.0,"конечная точка в пределах выгрузки: получил 320 тыс от 1 плательщика, исходящих нет; доля seed-денег ~1%; вход в конце периода, мог переслать позже",1.0,3,False,0.0,0,0,320000.0,1,1,1,320000.0,320000.0,320000.0,0.0,0,0.0,0,False,True,False,False,0,0.014703033291265101,4704.970653204832,False,False,0,,1,True
100000000572276100,peripheral,0.9,0.1542,B,True,1,0.09000000000000001,0.0801068090787717,0.018691588785046728,0.6915887850467289,0.35647530040053405,0.0,0.0,"выраженных признаков нет: 1 вх./1 исх., оборот 35 тыс",1.0,3,False,34547.0,1,1,13075.0,1,1,2,34547.0,47622.0,-21472.0,2.6422179732313578,0,0.0,0,True,False,False,False,1,0.00025149616293305564,8.688437940848273,False,False,0,0.0,1,False
100000000580561100,peripheral,0.6,0.3713,B,False,53,0.06,0.7503337783711616,0.8019581664441477,0.894971072541166,0.960836671117045,0.0,0.0,"[seed] выраженных признаков нет: 2 вх./3 исх., оборот 1.5 млн; взаимные переводы с 2",1.0,0,True,1488077.0,13,3,27980.0,3,2,3,1488077.0,1516057.0,-1460097.0,53.183595425303785,0,0.0,0,False,False,False,False,5,1.0,18188.876905041034,True,False,2,0.5712070007130008,1,False
100000000581662100,peripheral,0.3,0.0496,A,True,11,0.03,0.06898086337338674,0.018691588785046728,0.0,0.2345349354695149,0.0,0.0,"обрыв выгрузки на последнем колене: получил 21 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,21160.0,1,1,1,21160.0,21160.0,21160.0,0.0,0,0.0,0,False,True,True,False,0,0.0003207443319761952,6.786950064616291,False,False,0,,1,False
100000000581682100,peripheral,0.3,0.0351,A,True,33,0.03,0.10947930574098798,0.018691588785046728,0.0,0.008455718736092568,0.0,0.0,"обрыв выгрузки на последнем колене: получил 5 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,5000.0,1,1,1,5000.0,5000.0,5000.0,0.0,0,0.0,0,False,True,True,False,0,0.0027633408312919207,13.816704156459604,False,False,0,,1,False
100000000583220100,peripheral,0.6,0.2215,B,True,83,0.06,0.1878059635068981,0.018691588785046728,0.6915887850467289,0.9190031152647975,0.0,0.0,"выраженных признаков нет: 1 вх./1 исх., оборот 761 тыс",1.0,3,False,761255.0,4,1,5000.0,1,1,2,761255.0,766255.0,-756255.0,152.251,0,0.0,0,True,False,False,False,0,5.248755387465537e-05,39.95641282485077,False,False,0,0.052544810871521366,1,False
100000000594783100,peripheral,0.6,0.4233,B,True,27,0.06,0.8433466844681798,0.018691588785046728,0.833555852247441,0.9844236760124611,0.0,1.0,"выраженных признаков нет: 1 вх./2 исх., оборот 2.6 млн; участвует в круговых потоках (3+ участника)",1.0,3,False,152500.0,2,2,2635000.0,10,1,2,2635000.0,2787500.0,2482500.0,0.05787476280834915,0,0.0,0,False,True,False,False,0,0.014945004549930929,39380.086989068,True,True,1,1.0,1,False
100000000596954100,peripheral,0.6,0.3544,B,False,3,0.06,0.9234534935469515,0.018691588785046728,0.833555852247441,0.6350689808633734,0.0,0.0,"выраженных признаков нет: 1 вх./2 исх., оборот 120 тыс",1.0,2,False,48100.0,2,2,120000.0,1,1,3,120000.0,168100.0,71900.0,0.4008333333333333,0,0.0,0,False,True,False,False,0,0.7943751227495909,95325.01472995091,False,False,0,1.0,1,False
100000000600707100,peripheral,0.3,0.1971,A,True,44,0.03,0.6404094348019582,0.018691588785046728,0.0,0.5669781931464174,0.0,0.0,"обрыв выгрузки на последнем колене: получил 89 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,89000.0,2,1,1,89000.0,89000.0,89000.0,0.0,0,0.0,0,False,True,True,False,0,0.06647398843930637,5916.184971098267,False,False,0,,1,True
100000000607731100,peripheral,0.9,0.3394,B,False,34,0.09000000000000001,0.7605696484201158,0.018691588785046728,0.6915887850467289,0.5144637294170005,0.3333333333333333,0.0,"выраженных признаков нет: 1 вх./1 исх., оборот 67 тыс; связан с 1 seed",1.0,1,False,66666.0,1,1,20000.0,1,1,2,66666.0,86666.0,-46666.0,3.3333,1,20000.0,1,True,False,False,False,3,0.3000030000300003,20000.0,False,False,0,0.0,1,False
100000000607941100,peripheral,0.6,0.3524,B,True,4,0.06,0.6506453048509123,0.8019581664441477,0.6915887850467289,0.5189141076991545,0.0,0.0,"выраженных признаков нет: 2 вх./1 исх., оборот 70 тыс; взаимные переводы с 1",1.0,2,False,70000.0,4,1,50000.0,3,2,2,70000.0,120000.0,-20000.0,1.4,0,0.0,0,True,False,False,False,0,0.09566527962342505,6696.569573639754,True,False,1,0.2857142857142857,1,False
100000000608031100,peripheral,0.3,0.0919,A,True,17,0.03,0.23809523809523808,0.018691588785046728,0.0,0.3186470850022252,0.0,0.0,"обрыв выгрузки на последнем колене: получил 30 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,30000.0,1,1,1,30000.0,30000.0,30000.0,0.0,0,0.0,0,False,True,True,False,0,0.002458826925841859,73.76480777525576,False,False,0,,1,False
100000000611474100,peripheral,0.9,0.1702,B,True,26,0.09000000000000001,0.5122385402759234,0.018691588785046728,0.0,0.3440142412105029,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 32 тыс",1.0,3,False,0.0,0,0,32000.0,1,1,1,32000.0,32000.0,32000.0,0.0,0,0.0,0,False,True,False,False,0,0.03095382274234458,990.5223277550266,False,False,0,,1,False
100000000625169100,peripheral,0.9,0.1061,B,True,1,0.09000000000000001,0.32888295505117937,0.018691588785046728,0.0,0.06987093902981753,0.0,0.0,"выраженных признаков нет: 1 вх./0 исх., оборот 10 тыс",1.0,2,False,0.0,0,0,10000.0,1,1,1,10000.0,10000.0,10000.0,0.0,0,0.0,0,False,True,False,False,1,0.017185010363675823,171.85010363675823,False,False,0,,1,True
100000000627521100,peripheral,0.3,0.023,A,True,46,0.03,0.03204272363150868,0.018691588785046728,0.0,0.04183355585224744,0.0,0.0,"обрыв выгрузки на последнем колене: получил 6 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,6500.0,1,1,1,6500.0,6500.0,6500.0,0.0,0,0.0,0,False,True,True,False,0,0.00010877522639587186,0.7070389715731671,False,False,0,,1,False
100000000629812100,peripheral,0.9,0.2505,B,False,66,0.09000000000000001,0.5749888740542947,0.8019581664441477,0.0,0.23809523809523808,0.0,0.0,"выраженных признаков нет: 2 вх./0 исх., оборот 22 тыс",1.0,2,False,0.0,0,0,22000.0,2,2,2,22000.0,22000.0,22000.0,0.0,0,0.0,0,False,True,False,False,0,0.10522650770301355,2314.983169466298,False,False,0,,1,True
100000000634341100,peripheral,0.3,0.0949,A,True,2,0.03,0.2834890965732087,0.018691588785046728,0.0,0.2585669781931464,0.0,0.0,"обрыв выгрузки на последнем колене: получил 24 тыс от 1 плательщика, исходящие неизвестны",1.0,4,False,0.0,0,0,24000.0,2,1,1,24000.0,24000.0,24000.0,0.0,0,0.0,0,False,True,True,False,0,0.004849960600259524,116.39905440622857,False,False,0,,1,False
