gid,handle,functional_role,involvement,archetype,note
100000004877736100,p00884,transit,criminal,дроп-карта,ячейка 5: принимает оплату и пересылает сборщику
100000001653533100,p05376,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000007073760100,p02227,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000002196109100,p01481,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000005766699100,p04911,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000004211705100,p07212,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000007312895100,p08474,transit,criminal,курьер-приёмщик,ячейка 5: берёт оплату от покупателей и сдаёт выше
100000003698086100,p08014,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000008416301100,p08075,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000005612320100,p06229,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000004356894100,p07879,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000001747050100,p09162,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000007431194100,p02177,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000006796554100,p04382,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000005320525100,p07958,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000006512080100,p05323,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000004524889100,p03552,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000004795622100,p08574,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000004700330100,p03593,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000003387024100,p05801,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000001653757100,p08211,transit,criminal,курьер-приёмщик,ячейка 6: берёт оплату от покупателей и сдаёт выше
100000008722081100,p02295,transit,criminal,курьер-приёмщик,ячейка 6: берёт оплату от покупателей и сдаёт выше
100000006103411100,p03282,transit,criminal,курьер-приёмщик,ячейка 6: берёт оплату от покупателей и сдаёт выше
100000005986827100,p08840,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000005290411100,p04993,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000000996927100,p06072,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000006042713100,p01555,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000001699873100,p08124,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000008365166100,p06395,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000000503525100,p06335,transit,criminal,курьер-приёмщик,ячейка 6: берёт оплату от покупателей и сдаёт выше
100000003744302100,p01324,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000001399206100,p05383,transit,criminal,курьер-приёмщик,ячейка 6: берёт оплату от покупателей и сдаёт выше
100000006510878100,p07568,peripheral,criminal,закладчик,ячейка 6: делает клады и получает оплату
100000008737678100,p03551,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000008612634100,p07500,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000002925833100,p07042,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000004998585100,p09184,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000002697141100,p06824,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000003958668100,p08558,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000007972254100,p03554,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000002644561100,p05710,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000007385755100,p04687,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000000041785100,p08946,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000001270582100,p08751,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000000057320100,p00702,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000005937988100,p02421,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000001030746100,p06540,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000007115229100,p01686,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000005759805100,p09082,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000007668364100,p04664,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000007732732100,p03743,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000003997907100,p05176,transit,criminal,курьер-приёмщик,ячейка 7: берёт оплату от покупателей и сдаёт выше
100000008759690100,p05257,peripheral,criminal,закладчик,ячейка 7: делает клады и получает оплату
100000000862528100,p02181,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000004877371100,p02902,peripheral,legit,родня,родственник p02906: переводы туда-обратно
100000007956943100,emp_11,distributor,legit,работодатель,стройфирма: платит зарплату 49 сотрудникам
100000008918851100,shop_80,consolidator,legit,кафе,принимает оплату от покупателей района
100000001263664100,p02905,peripheral,legit,родня,родственник p02906: переводы туда-обратно
100000000949043100,shop_12,consolidator,legit,кафе,принимает оплату от покупателей района
100000004787848100,shop_61,consolidator,legit,аптека,принимает оплату от покупателей района
100000008527476100,shop_48,consolidator,legit,аптека,принимает оплату от покупателей района
100000001657622100,p07820,peripheral,legit,родня,родственник p07819: переводы туда-обратно
100000005512361100,p05348,coordinator,criminal,ростовщик,даёт займы курьерам и собирает возвраты с процентом
100000008967681100,p07050,peripheral,legit,родня,родственник p07052: переводы туда-обратно
100000000672616100,shop_11,consolidator,legit,кафе,принимает оплату от покупателей района
100000001695771100,p01804,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006682218100,p06121,transit,criminal,дроп-карта,ячейка 1: принимает оплату и пересылает сборщику
100000007496521100,p03638,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001896299100,p06607,transit,criminal,дроп-карта (удерживает комиссию),ячейка 1: принимает оплату и пересылает сборщику
100000001036248100,p02777,transit,criminal,дроп-карта (удерживает комиссию),ячейка 1: принимает оплату и пересылает сборщику
100000001726266100,p01565,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000004622041100,p07795,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005176185100,p07660,peripheral,legit,родня,родственник p07658: переводы туда-обратно
100000004828567100,shop_64,consolidator,legit,магазин,принимает оплату от покупателей района
100000001791836100,p01218,peripheral,legit,родня,родственник p01215: переводы туда-обратно
100000005433561100,p01732,peripheral,legit,родня,родственник p01731: переводы туда-обратно
100000007243376100,p01734,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000008258097100,shop_4,consolidator,legit,магазин,принимает оплату от покупателей района
100000002613083100,p02000,peripheral,legit,родня,родственник p00919: переводы туда-обратно
100000008493663100,p05180,peripheral,legit,родня,родственник p05176: переводы туда-обратно
100000004653422100,p01979,peripheral,legit,родня,родственник p01981: переводы туда-обратно
100000008788396100,p04173,consolidator,legit,арендодатель,сдаёт 6 квартир(ы)
100000000370434100,shop_34,consolidator,legit,магазин,принимает оплату от покупателей района
100000001226430100,p07704,peripheral,legit,родня,родственник p07701: переводы туда-обратно
100000002786627100,shop_67,consolidator,legit,донерная,принимает оплату от покупателей района
100000006590735100,p02153,peripheral,legit,родня,родственник p02150: переводы туда-обратно
100000002913208100,p01255,peripheral,legit,родня,родственник p02150: переводы туда-обратно
100000006895594100,p02079,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002396778100,p01928,peripheral,legit,родня,родственник p01930: переводы туда-обратно
100000001587517100,p09124,peripheral,legit,родня,родственник p09122: переводы туда-обратно
100000001136522100,p09121,peripheral,legit,родня,родственник p09122: переводы туда-обратно
100000003289663100,p06922,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000006057253100,p04831,peripheral,legit,родня,родственник p04835: переводы туда-обратно
100000000238940100,shop_69,consolidator,legit,аптека,принимает оплату от покупателей района
100000007173375100,p04834,peripheral,legit,родня,родственник p04835: переводы туда-обратно
100000008461378100,p02678,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002924075100,p08609,peripheral,legit,родня,родственник p08608: переводы туда-обратно
100000000771983100,shop_5,consolidator,legit,кафе,принимает оплату от покупателей района
100000005104437100,p08733,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008814488100,shop_72,consolidator,legit,магазин,принимает оплату от покупателей района
100000001868433100,shop_56,consolidator,legit,магазин,принимает оплату от покупателей района
100000001694755100,p07658,distributor,criminal,распределитель-зарплатчик,ячейка 6: платит курьерам раз в неделю
100000004649976100,p07587,peripheral,legit,родня,родственник p07588: переводы туда-обратно
100000004452438100,p07630,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002871244100,shop_79,consolidator,legit,аптека,принимает оплату от покупателей района
100000006498904100,p07585,peripheral,legit,родня,родственник p07588: переводы туда-обратно
100000001081939100,p06037,consolidator,legit,арендодатель,сдаёт 7 квартир(ы)
100000002052794100,shop_16,consolidator,legit,донерная,принимает оплату от покупателей района
100000006927702100,shop_7,consolidator,legit,магазин,принимает оплату от покупателей района
100000000222661100,p09139,peripheral,legit,родня,родственник p09136: переводы туда-обратно
100000006951285100,shop_45,consolidator,legit,донерная,принимает оплату от покупателей района
100000007594269100,p06917,transit,criminal,дроп-карта,ячейка 3: принимает оплату и пересылает сборщику
100000003744792100,p05398,peripheral,legit,родня,родственник p05399: переводы туда-обратно
100000007146699100,shop_77,consolidator,legit,магазин,принимает оплату от покупателей района
100000000246859100,p02120,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000001704928100,p09353,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000002507382100,shop_44,consolidator,legit,донерная,принимает оплату от покупателей района
100000002223138100,p06657,peripheral,legit,родня,родственник p01481: переводы туда-обратно
100000003838300100,shop_68,consolidator,legit,магазин,принимает оплату от покупателей района
100000007362186100,p03778,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000006124226100,p04913,peripheral,legit,родня,родственник p04911: переводы туда-обратно
100000003787974100,shop_9,consolidator,legit,донерная,принимает оплату от покупателей района
100000003883807100,p04912,peripheral,legit,родня,родственник p04911: переводы туда-обратно
100000006022714100,p07213,peripheral,legit,родня,родственник p07212: переводы туда-обратно
100000008661175100,p05047,transit,criminal,дроп-карта,ячейка 5: принимает оплату и пересылает сборщику
100000006203568100,p04276,transit,criminal,дроп-карта,ячейка 5: принимает оплату и пересылает сборщику
100000003102869100,shop_58,consolidator,legit,кафе,принимает оплату от покупателей района
100000002531297100,p04154,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003784074100,p08012,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000003180106100,p08491,peripheral,legit,рабочий,зарплата от emp_0
100000003169173100,shop_24,consolidator,legit,кафе,принимает оплату от покупателей района
100000005405922100,p08074,peripheral,legit,арендодатель,сдаёт 3 квартир(ы)
100000001288538100,p08015,peripheral,legit,рабочий,зарплата от emp_0
100000005201776100,p00056,peripheral,legit,родня,родственник p07879: переводы туда-обратно
100000008031932100,p07875,peripheral,legit,родня,родственник p07879: переводы туда-обратно
100000006302531100,p06976,peripheral,legit,родня,родственник p09162: переводы туда-обратно
100000007564367100,shop_14,consolidator,legit,донерная,принимает оплату от покупателей района
100000003092685100,shop_23,consolidator,legit,кафе,принимает оплату от покупателей района
100000002774575100,p04231,peripheral,legit,родня,родственник p04382: переводы туда-обратно
100000002693580100,p07957,peripheral,legit,рабочий,зарплата от emp_6
100000006108374100,shop_52,consolidator,legit,аптека,принимает оплату от покупателей района
100000001110084100,p08365,terminal,criminal,вывод наличных,"деньги оседают: наличные, авто, недвижимость"
100000003746948100,p05350,consolidator,legit,арендодатель,сдаёт 15 квартир(ы)
100000006242698100,p05324,peripheral,legit,родня,родственник p05323: переводы туда-обратно
100000002323125100,p05405,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002246233100,p03649,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007829716100,shop_29,consolidator,legit,донерная,принимает оплату от покупателей района
100000003965582100,p05703,consolidator,criminal,сборщик,ячейка 6: собирает выручку с 8 карт
100000000170618100,p04991,peripheral,legit,родня,родственник p04993: переводы туда-обратно
100000005535303100,shop_78,consolidator,legit,донерная,принимает оплату от покупателей района
100000000677576100,p06149,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005958979100,p06120,peripheral,legit,родня,родственник p06121: переводы туда-обратно
100000005099416100,p04235,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003767605100,shop_30,consolidator,legit,аптека,принимает оплату от покупателей района
100000004316679100,p01528,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000331661100,p01663,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004028164100,p01554,peripheral,legit,родня,родственник p01555: переводы туда-обратно
100000002202753100,p01656,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000004191839100,p01552,peripheral,legit,родня,родственник p01555: переводы туда-обратно
100000005161964100,p06712,consolidator,legit,арендодатель,сдаёт 22 квартир(ы)
100000007877653100,p07971,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006914794100,p08119,peripheral,legit,родня,родственник p08124: переводы туда-обратно
100000007764569100,p00919,consolidator,criminal,сборщик,ячейка 6: собирает выручку с 8 карт
100000004632284100,shop_18,consolidator,legit,кафе,принимает оплату от покупателей района
100000000754449100,p02009,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000000481426100,p07558,peripheral,legit,таксист,арендует авто в taxi_0
100000000833492100,p01305,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006406266100,shop_41,consolidator,legit,аптека,принимает оплату от покупателей района
100000007319825100,p01221,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007940770100,p05374,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003832805100,p07048,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000007026987100,shop_55,consolidator,legit,аптека,принимает оплату от покупателей района
100000000875061100,p07638,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000007470722100,p07567,peripheral,legit,родня,родственник p07568: переводы туда-обратно
100000004965998100,p05205,transit,criminal,дроп-карта (удерживает комиссию),ячейка 7: принимает оплату и пересылает сборщику
100000006359055100,p03550,peripheral,legit,продавец,работает в shop_6
100000000462523100,p01281,transit,criminal,дроп-карта,ячейка 7: принимает оплату и пересылает сборщику
100000007842659100,p03326,transit,criminal,дроп-карта,ячейка 7: принимает оплату и пересылает сборщику
100000003223903100,p03604,peripheral,legit,рабочий,зарплата от emp_12
100000006409875100,p03547,peripheral,legit,родня,родственник p03551: переводы туда-обратно
100000002074204100,p05585,consolidator,legit,арендодатель,сдаёт 4 квартир(ы)
100000003210950100,p07040,peripheral,legit,родня,родственник p07042: переводы туда-обратно
100000002443129100,shop_0,consolidator,legit,донерная,принимает оплату от покупателей района
100000002939691100,p09183,peripheral,legit,родня,родственник p09184: переводы туда-обратно
100000007160397100,shop_36,consolidator,legit,кафе,принимает оплату от покупателей района
100000003938777100,p09187,peripheral,legit,родня,родственник p09184: переводы туда-обратно
100000004786340100,shop_33,consolidator,legit,донерная,принимает оплату от покупателей района
100000007249934100,shop_1,consolidator,legit,магазин,принимает оплату от покупателей района
100000004735303100,p03556,consolidator,legit,арендодатель,сдаёт 5 квартир(ы)
100000002256659100,p05657,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003365956100,shop_35,consolidator,legit,кафе,принимает оплату от покупателей района
100000002418676100,p00842,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000996094100,p00765,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000007126298100,shop_60,consolidator,legit,кафе,принимает оплату от покупателей района
100000006085149100,hall_0,terminal,legit,тойхана,предоплаты за банкеты
100000007423551100,shop_49,consolidator,legit,аптека,принимает оплату от покупателей района
100000002647740100,shop_50,consolidator,legit,магазин,принимает оплату от покупателей района
100000000218219100,p06539,peripheral,legit,родня,родственник p06540: переводы туда-обратно
100000004197272100,p01687,peripheral,legit,родня,родственник p01686: переводы туда-обратно
100000007214715100,p04948,peripheral,legit,клиент P2P,покупает/продаёт крипту у p06318
100000003317231100,p01815,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006995777100,p01684,peripheral,legit,родня,родственник p01686: переводы туда-обратно
100000006602653100,shop_3,consolidator,legit,аптека,принимает оплату от покупателей района
100000005524364100,p04730,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002336232100,p04672,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006972974100,p04662,peripheral,legit,родня,родственник p04664: переводы туда-обратно
100000008981578100,shop_65,consolidator,legit,кафе,принимает оплату от покупателей района
100000007665680100,p06127,consolidator,legit,арендодатель,сдаёт 5 квартир(ы)
100000002340303100,p03741,peripheral,legit,родня,родственник p03743: переводы туда-обратно
100000007266318100,p03773,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008409231100,shop_70,consolidator,legit,аптека,принимает оплату от покупателей района
100000005421965100,p05178,peripheral,legit,родня,родственник p05176: переводы туда-обратно
100000004740250100,shop_25,consolidator,legit,кафе,принимает оплату от покупателей района
100000006432572100,emp_8,distributor,legit,работодатель,склад: платит зарплату 16 сотрудникам
100000007862968100,shop_73,consolidator,legit,кафе,принимает оплату от покупателей района
100000003662645100,shop_6,consolidator,legit,магазин,принимает оплату от покупателей района
100000007319976100,shop_27,consolidator,legit,донерная,принимает оплату от покупателей района
100000003275134100,shop_32,consolidator,legit,кафе,принимает оплату от покупателей района
100000006489648100,p02296,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008015211100,p02179,consolidator,legit,организатор тоя,собирает складчину и платит тойхане
100000000118791100,p09126,distributor,legit,бригадир,получает за объект и раздаёт бригаде
100000006858158100,p01071,peripheral,legit,рабочий,зарплата от emp_11
100000008845047100,p00957,peripheral,legit,рабочий,зарплата от emp_11
100000000087639100,p06993,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
100000007364076100,p00863,peripheral,legit,рабочий,зарплата от emp_11
100000006021865100,p05528,peripheral,legit,рабочий,зарплата от emp_11
100000000376453100,p01898,peripheral,legit,рабочий,зарплата от emp_11
100000007743444100,p00041,peripheral,legit,рабочий,зарплата от emp_11
100000002736319100,p03045,peripheral,legit,рабочий,зарплата от emp_11
100000008951217100,p03671,peripheral,legit,рабочий,зарплата от emp_11
100000002304206100,p01022,peripheral,legit,рабочий,зарплата от emp_11
100000000728897100,p04273,peripheral,legit,рабочий,зарплата от emp_11
100000000736707100,p08276,peripheral,legit,рабочий,зарплата от emp_11
100000008554666100,p01570,peripheral,legit,рабочий,зарплата от emp_11
100000007615156100,p01628,peripheral,legit,рабочий,зарплата от emp_11
100000000416518100,p06155,peripheral,legit,рабочий,зарплата от emp_11
100000003456041100,p07351,peripheral,legit,рабочий,зарплата от emp_11
100000008974917100,p07338,peripheral,legit,рабочий,зарплата от emp_11
100000001759538100,p00143,peripheral,legit,рабочий,зарплата от emp_11
100000006056014100,p07163,peripheral,legit,рабочий,зарплата от emp_11
100000006783484100,p08915,peripheral,legit,рабочий,зарплата от emp_11
100000003736888100,p04803,peripheral,legit,рабочий,зарплата от emp_11
100000007057089100,p03373,peripheral,legit,рабочий,зарплата от emp_11
100000002619597100,p04338,peripheral,legit,рабочий,зарплата от emp_11
100000003661716100,p06416,peripheral,legit,рабочий,зарплата от emp_11
100000005779492100,p07435,consolidator,legit,арендодатель,сдаёт 4 квартир(ы)
100000006531423100,sup_1,consolidator,legit,оптовый поставщик,поставки магазинам района
100000002660064100,p08473,consolidator,legit,арендодатель,сдаёт 10 квартир(ы)
100000001168534100,sup_2,consolidator,legit,оптовый поставщик,поставки магазинам района
100000004738555100,p06931,peripheral,legit,продавец,работает в shop_80
100000006189860100,p02857,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005030654100,sup_0,consolidator,legit,оптовый поставщик,поставки магазинам района
100000001074862100,p01435,peripheral,legit,владелец бизнеса,владелец shop_12
100000007960568100,p00062,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000007259179100,p07025,peripheral,legit,продавец,работает в shop_12
100000005358020100,p02083,peripheral,legit,владелец бизнеса,владелец shop_61
100000007021703100,p08384,peripheral,legit,продавец,работает в shop_61
100000002012101100,p04643,peripheral,legit,владелец бизнеса,владелец shop_48
100000008775869100,p07841,peripheral,legit,клиент P2P,покупает/продаёт крипту у p06318
100000003153435100,shop_81,consolidator,legit,аптека,принимает оплату от покупателей района
100000005769448100,p07835,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000008261975100,p05418,coordinator,criminal,организатор,"собирает с ячеек и раздаёт: опт, бенефициары, зарплаты"
100000006711091100,p04015,consolidator,legit,арендодатель,сдаёт 54 квартир(ы)
100000007016018100,p06068,peripheral,criminal,закладчик,ячейка 0: делает клады и получает оплату
100000008568546100,p05349,peripheral,legit,родня,родственник p05348: переводы туда-обратно
100000000341359100,shop_43,consolidator,legit,донерная,принимает оплату от покупателей района
100000002394369100,p07982,peripheral,legit,родня,родственник p05348: переводы туда-обратно
100000006278189100,p03834,peripheral,criminal,закладчик,ячейка 2: делает клады и получает оплату
100000006631719100,p06368,peripheral,criminal,закладчик,ячейка 5: делает клады и получает оплату
100000005550013100,p07133,peripheral,legit,клиент P2P,покупает/продаёт крипту у p00983
100000004977977100,p07054,consolidator,legit,арендодатель,сдаёт 6 квартир(ы)
100000002702015100,p03965,peripheral,legit,продавец,работает в shop_11
100000006944512100,p07984,consolidator,legit,арендодатель,сдаёт 4 квартир(ы)
100000001652343100,p06617,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000000977370100,shop_8,consolidator,legit,аптека,принимает оплату от покупателей района
100000003772057100,p07499,peripheral,legit,таксист,арендует авто в taxi_0
100000001138761100,p08632,consolidator,criminal,сборщик,ячейка 1: собирает выручку с 3 карт
100000001027467100,p06146,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000006452278100,p03639,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000005139212100,p06606,peripheral,legit,родня,родственник p06607: переводы туда-обратно
100000008962941100,p06661,peripheral,criminal,закладчик,ячейка 4: делает клады и получает оплату
100000008836225100,shop_19,consolidator,legit,магазин,принимает оплату от покупателей района
100000000845984100,p00182,peripheral,legit,таксист,арендует авто в taxi_0
100000008684053100,shop_57,consolidator,legit,кафе,принимает оплату от покупателей района
100000004337428100,p01567,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002995104100,p06419,peripheral,legit,арендодатель,сдаёт 1 квартир(ы)
100000006103222100,p04213,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002548092100,p07789,peripheral,legit,продавец,работает в shop_14
100000008739037100,p07796,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000003874150100,shop_51,consolidator,legit,кафе,принимает оплату от покупателей района
100000001585652100,p07675,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002516527100,shop_37,consolidator,legit,кафе,принимает оплату от покупателей района
100000001516777100,p06916,peripheral,legit,владелец бизнеса,владелец shop_4
100000000073720100,p03254,peripheral,legit,родня,родственник p03257: переводы туда-обратно
100000001827491100,shop_40,consolidator,legit,аптека,принимает оплату от покупателей района
100000005555040100,p00669,peripheral,legit,рабочий,зарплата от emp_10
100000002227403100,p01999,peripheral,legit,житель,"обычная жизнь: семья, магазины, долги друзьям"
100000002312788100,shop_42,consolidator,legit,кафе,принимает оплату от покупателей района
100000005731037100,p06810,distributor,legit,бригадир,получает за объект и раздаёт бригаде
100000004491792100,p01980,peripheral,legit,родня,родственник p01981: переводы туда-обратно
100000002471903100,p01977,peripheral,legit,арендодатель,сдаёт 2 квартир(ы)
